Source_0,Source_1,Source_2,Source_3,Source_4,Source_5,Source_6,Source_7,class
0.000668,0.004777,0.007947,-0.000177,0.000508,0.000436,0.009736,-0.000804,P
-0.003059,0.010028,-0.01192,0.009426,-0.02099,-0.003688,0.003022,-0.003797,M
0.019811,0.016373,0.011563,-0.009052,0.000488,-0.007511,-0.009263,0.036144,Y
0.006566,-0.003811,0.012349,0.002524,-0.00105,0.001383,-0.001731,-0.003755,S
0.000034,0.000657,-0,0.001934,0.000477,-0.011093,-0.000839,0.009936,G
-0.010044,0.003931,-0.001808,0.000851,0.009512,-0.000746,0.001456,-0.001376,L
0.005272,-0.010806,-0.022069,-0.004883,0.001734,-0.00281,0.020122,-0.00609,M
0.00793,-0.005335,-0.001432,0.001448,0.005351,0.003258,-0.002224,0.009896,G
-0.003973,-0.001516,0.002965,-0.003841,-0.004915,0.007166,-0.008859,-0.003531,Z
-0.001554,0.01188,0.003244,-0.006664,0.01152,-0.004009,0.010486,-0.002181,D
0.011836,0.008646,0.003794,-0.000401,0.004041,0.000587,0.01785,-0.009534,G
0.000665,-0.002887,-0.002658,0.014625,-0.008382,0.003083,0.006315,-0.007621,W
0.001653,-0.005378,0.012719,0.001032,0.012417,0.014488,0.011731,0.010586,S
0.003591,0.022909,-0.011691,-0.000541,0.008804,-0.014993,-0.008372,-0.003091,T
0.000949,0.000869,0.010437,0.004777,0.011814,-0.006499,0.013631,-0.000402,P
0.00842,-0.007149,-0.010344,0.001778,-0.001847,0.003775,0.001386,-0.0046,C
-0.006774,-0.001331,0.00375,0.000479,0.002252,-0.003558,0.002454,-0.001294,D
0.011438,-0.014726,-0.004266,0.003407,0.000065,-0.002723,-0.001897,-0.000732,E
-0.004914,-0.001021,0.004773,-0.001372,0.002139,0.000926,-0.001752,-0.002954,S
-0.004291,0.004991,0.007622,-0.006319,0.007077,-0.005028,0.003851,-0.003345,B
-0.002596,0.012584,-0.003955,-0.013173,0.003703,0.001006,-0.008787,-0.005922,I
-0.005191,-0.000708,0.006077,0.001134,0.000098,-0.005748,0.003228,-0.001782,G
-0.004977,0.010539,-0.009043,0.009016,-0.00482,-0.013542,0.012719,0.004889,M
-0.008337,-0.002024,0.005139,-0.003731,0.002044,-0.005854,-0.006143,-0.006601,I
0.001481,-0.01303,0.001308,-0.001997,0.003606,0.002731,-0.016946,-0.001743,Z
-0.001384,-0.003435,-0.001798,-0.010937,-0.001243,-0.019139,-0.015383,0.003652,S
-0.000565,0.004826,0.002003,0.003283,-0.003825,0.003358,0.002669,0.00815,J
-0.005771,-0.007736,0.007282,0.004064,0.011882,-0.004138,-0.003793,0.002684,Y
0.000955,0.007499,-0.001519,0.010476,-0.017622,-0.01033,0.007696,0.011002,M
0.001361,-0.000669,0.016392,-0.000517,-0.012899,0.000028,0.002827,0.026443,U
0.002853,-0.003643,0.012064,-0.002535,-0.003579,0.007556,-0.002611,0.00478,L
0.010093,0.005902,0.014377,-0.006466,-0.006137,0.010536,-0.000702,0.003721,Z
0.000383,0.006562,-0.0059,0.002416,-0.012584,0.013255,0.007607,-0.003262,K
0.007246,0.006536,-0.004992,0.009094,0.014818,0.003734,0.006649,-0.003728,W
0.018112,-0.002378,-0.004725,0.003888,0.002664,-0.001385,-0.009894,0.003802,Q
-0.002431,0.010287,0.007939,-0.00618,-0.001365,0.007014,0.003783,-0.009822,F
0.00561,-0.007832,-0.009551,-0.002359,-0.001072,-0.005411,-0.009791,-0.008376,I
-0.00193,-0.011685,0.006736,0.000858,-0.005859,0.000355,0.000182,-0.002688,G
-0.005187,0.005863,0.002201,-0.002139,0.004385,-0.002037,0.000399,-0.004933,I
0.00493,0.012125,0.003921,-0.004402,0.015603,-0.001534,0.001611,0.001493,T
-0.001088,0.000268,-0.007183,-0.000348,-0.001233,0.005636,-0.000314,0.002687,A
0.003608,-0.004813,0.003653,0.003979,0.005744,0.005185,0.00416,-0.001398,G
0.00165,0.003345,0.014655,0.006751,0.004949,-0.005579,0.002438,0.02995,U
-0.006258,-0.010521,0.00457,0.010775,0.000313,-0.008473,0.010582,-0.006132,H
-0.001219,-0.005658,0.002837,0.009687,0.005953,-0.017639,-0.003949,-0.005371,D
0.004768,-0.005465,0.008247,0.00852,0.004237,-0.000376,-0.000759,0.0005,V
0.00672,-0.003253,-0.005611,-0.006709,-0.006059,0.007868,-0.000753,-0.002434,C
0.005964,0.001832,-0.002106,0.00493,-0.001424,-0.006684,-0.003329,-0.000079,V
-0.001002,0.001429,-0.00131,0.000113,-0.004286,-0.008972,0.009217,-0.014838,R
-0.000554,0.00127,-0.002548,0.001051,0.002122,0.003398,-0.005722,0.009976,U
-0.005369,-0.000158,-0.002931,0.000448,-0.005868,0.004779,-0.004657,-0.000974,X
-0.003372,0.002203,-0.001473,-0.01306,-0.002807,-0.006844,0.009586,0.001223,O
-0.0033,-0.007216,0.004216,0.001598,0.004308,-0.007634,0.004374,0.000842,O
0.00997,0.001311,-0.007935,-0.004739,-0.00726,0.014508,0.000231,-0.004906,C
-0.002517,-0.006251,0.00714,0.002528,-0.002543,-0.007896,0.00103,-0.001319,O
-0.003482,0.009821,0.002944,-0.004181,0.000414,0.003105,0.000269,-0.006359,F
-0.001594,-0.00565,-0.004713,0.000999,-0.015511,-0.007963,0.01609,0.006373,N
-0.005258,0.007299,0.000282,0.010774,-0.00076,0.009712,-0.00662,0.005904,J
0.010002,-0.00444,-0.008888,0.008607,0.007803,-0.011597,0.001913,0.00098,W
0.003426,0.001541,0.00125,-0.003023,0.013158,-0.007493,0.005361,0.002291,B
-0.0023,0.013683,0.020258,0.000407,0.011841,-0.010552,0.014147,0.002258,P
0.001511,0.002125,-0.008417,-0.0026,-0.009975,-0.009128,0.007622,-0.015639,R
-0.002335,0.00824,-0.00542,0.013588,-0.002736,-0.003714,-0.000083,0.001266,M
-0.004977,0.005618,0.004477,0.001783,-0.005463,-0.000956,0.00291,-0.00516,R
0.002297,0.008106,-0.007673,-0.001096,0.008274,0.006278,-0.002629,0.002289,K
0.000316,-0.014756,0.007692,-0.00088,-0.011319,-0.003417,-0.007828,-0.008498,S
0.009101,-0.005954,0.002279,0.002265,-0.001518,-0.003593,0.000372,-0.002707,Q
-0.005869,-0.002903,-0.01826,-0.0027,-0.000931,0.000753,-0.006253,0.000019,A
0.018298,-0.01103,-0.006238,-0.011723,0.006672,0.005819,0.006083,-0.011186,L
-0.000022,-0.006819,0.004912,-0.000348,0.004177,0.000472,0.001097,-0.004266,D
0.00107,-0.008548,0.004193,-0.010979,-0.001021,-0.004875,-0.005268,-0.003853,Z
0.002414,0.017637,-0.002146,0.003292,0.002503,-0.000313,-0.006928,0.005068,V
-0.009939,-0.003409,-0.00111,0.004646,0.004651,0.004174,0.000157,0.006436,A
0.009728,-0.005338,-0.002982,-0.001827,0.001525,0.012819,0.001009,-0.000196,G
-0.003806,0.004762,0.008205,0.000651,0.002287,0.000259,-0.001268,-0.009622,P
-0.007067,0.002855,0.005544,0.003637,-0.000525,0.003092,-0.00069,-0.011743,F
-0.009163,-0.005805,-0.019857,-0.001896,-0.000162,0.009319,0.002019,-0.005803,A
0.005803,-0.014593,0.008478,-0.006612,-0.007198,0.001525,-0.006358,0.000016,S
-0.005516,0.002135,-0.0026,-0.015757,0.001634,-0.004132,0.013714,0.002975,D
0.008066,-0.006125,0.006506,-0.002961,0.004917,0.007662,-0.000158,0.001107,G
0.021121,-0.014969,-0.016541,-0.00504,0.013734,-0.019718,0.027051,0.01602,M
-0.005091,0.000617,0.009452,0.013141,0.005376,0.005471,0.001787,0.016004,A
0.001552,0.004791,0.004443,-0.008612,-0.0013,-0.003615,-0.005332,-0.003841,T
0.003166,0.000907,0.000247,0.00091,-0.000251,0.007515,-0.006331,0.000637,C
-0.007541,0.008453,0.001058,0.007766,0.005865,0.005891,-0.003061,-0.000102,J
0.010784,0.012439,-0.002299,-0.014092,0.008212,-0.015648,-0.000235,0.006055,T
-0.002549,0.001127,-0.006586,0.005544,0.002989,0.002084,-0.004818,-0.006635,K
-0.00295,-0.000162,0.002109,-0.001259,-0.000293,0.001862,-0.008986,-0.00604,Z
0.00389,0.00707,-0.01334,0.002892,-0.016982,0.009729,0.009052,0.002216,W
-0.00157,0.008906,0.008357,-0.002856,-0.003631,0.004753,0.006848,0.00921,S
0.004213,-0.004675,0.002355,-0.00245,-0.004379,0.012613,0.002085,-0.001347,C
-0.006697,0.000954,0.007927,0.001231,0.009256,0.008002,0.006845,0.008804,S
0.008801,-0.005213,0.007353,-0.003964,0.004034,0.002622,0.005037,-0.009379,F
-0.000397,0.002684,-0.002583,-0.003026,-0.004521,0.002035,-0.002475,0.002629,X
-0.007806,0.009968,0.00279,-0.000086,0.000938,0.009274,-0.006118,-0.007336,I
-0.005022,-0.010993,0.004844,0.007646,-0.005101,-0.000285,0.013411,0.009185,H
-0.001288,-0.003726,0.007439,-0.005896,-0.004401,0.006842,-0.002923,-0.006039,S
-0.002774,-0.005889,-0.002437,0.000109,-0.007901,0.003192,-0.00296,-0.001394,X
0.007638,0.007771,-0.006564,0.000889,0.002524,0.000805,-0.004322,-0.001354,V
0.001959,0.000687,0.009859,-0.007144,0.00713,-0.000248,0.000709,-0.003352,F
-0.008118,-0.006877,0.010987,0.001013,0.005523,-0.003632,-0.00007,-0.00395,B
0.004775,0.008886,0.000106,0.004721,-0.013658,0.008978,-0.010258,0.01473,V
-0.009621,-0.004588,-0.000329,0.010086,0.003587,0.002988,-0.001231,0.002217,A
0.010256,0.01144,-0.005754,-0.007119,-0.00161,0.003131,-0.006545,0.007236,Y
0.008939,-0.009933,-0.002662,-0.000053,0.011811,-0.00197,0.003484,0.000272,N
0.002411,-0.003027,0.001319,0.008461,-0.004693,-0.004948,0.013776,0.017225,H
0.003411,0.000023,-0.008792,-0.012135,0.007043,0.00547,0.004941,-0.001611,C
0.014621,-0.003707,-0.001861,0.00316,0.004453,0.001847,-0.001935,-0.001761,Q
-0.00493,-0.001788,0.00209,-0.001289,-0.004135,-0.010959,-0.0012,-0.004369,R
0.003045,-0.016335,0.011458,0.000142,-0.00429,-0.003875,-0.006613,-0.001191,S
-0.003656,0.004701,0.008439,-0.004965,-0.00005,0.000732,0.008542,-0.007279,B
0.009107,0.002332,-0.013644,-0.006151,-0.008217,0.001504,-0.007928,0.00991,Y
0.007541,-0.002798,-0.006111,-0.001771,0.005058,0.00628,0.006889,-0.006814,C
0.003387,-0.005285,0.007986,-0.006038,0.000111,0.002706,0.005454,0.002049,T
-0.002767,-0.008725,0.002584,0.00381,-0.005371,-0.000842,-0.005666,-0.00564,X
0.011209,-0.01873,-0.010518,-0.004561,0.002069,0.005609,-0.003104,-0.009975,L
0.008699,-0.003647,-0.002253,0.002511,-0.00036,0.003914,0.009158,-0.006194,G
0.007509,0.001705,0.00383,0.001328,0.000079,-0.000741,-0.004702,0.009317,Y
-0.006199,-0.004306,0.00697,0.02238,-0.009645,-0.00527,0.004973,0.003167,M
-0.006767,-0.012336,-0.009931,0.007478,0.001871,0.014031,0.002702,0.005723,A
0.005395,-0.004765,0.008181,0.008224,0.007215,-0.004036,-0.001455,-0.000013,Y
0.003217,0.004269,0.004797,-0.003601,0.004001,-0.004445,-0.003936,-0.00257,Y
0.003902,0.006226,-0.003385,-0.008548,-0.004258,0.000988,0.007563,-0.011288,E
0.001724,-0.006868,0.003345,-0.007271,-0.009159,-0.007648,-0.004896,-0.00188,S
0.001614,0.002925,0.00201,-0.00399,-0.007598,-0.006472,0.002111,-0.001405,G
-0.003727,-0.005316,0.002721,0.000955,0.004954,-0.000722,0.000144,0.003312,H
-0.002302,0.001244,-0.001329,0.006322,-0.000653,0.007074,0.001767,0.004547,A
-0.000261,-0.004937,0.000131,0.00432,0.002287,0.001105,-0.013818,0.001549,S
0.010277,0.010598,-0.009254,-0.003736,0.002557,-0.00155,-0.004259,-0.000708,V
0.002973,0.001978,0.004959,-0.005031,-0.000078,0.00266,0.003612,0.000871,P
-0.000306,0.009933,-0.006408,0.008008,0.000237,-0.008515,0.007031,-0.002428,K
-0.000028,0.0051,-0.001882,-0.00143,0.005541,-0.016177,0.001251,0.00748,R
0.004506,-0.015866,0.012323,-0.00189,-0.008778,0.002072,-0.006003,-0.003508,S
0.007161,0.002194,-0.003467,0.004458,0.010455,-0.003799,0.006071,0.000298,U
-0.000116,0.006254,-0.002094,0.001966,0.01811,0.000889,0.001045,0.013646,U
-0.003254,-0.005587,-0.003637,0.001424,-0.007139,-0.002775,0.002234,-0.008195,N
-0.001182,-0.005207,-0.019505,-0.000375,-0.000612,-0.003885,0.015494,-0.010598,M
0.00353,0.003832,0.002309,-0.002449,0.002998,0.009701,0.004369,0.000568,K
0.005028,0.005662,-0.000853,-0.001424,0.002408,-0.005665,-0.005435,0.007239,Y
-0.004096,-0.002328,0.002352,-0.001122,-0.004382,0.003161,-0.010077,-0.009311,Z
0.005587,0.006227,0.002102,-0.009136,0.002684,-0.002579,-0.006539,0.001764,Y
-0.002933,-0.004141,-0.001483,0.017247,-0.006737,-0.006475,0.003182,0.003271,M
0.002448,-0.003508,-0.004992,0.008189,-0.004322,0.0051,0.006338,-0.004173,O
-0.002702,-0.00048,-0.003184,0.005763,0.002621,0.007903,-0.003949,-0.005795,K
0.000562,0.000968,0.013508,-0.003045,0.007379,0.008715,0.004237,0.013029,Q
0.000325,0.001653,0.003988,0.002511,-0.002506,-0.001103,0.003319,0.000163,O
0.005161,0.009834,0.005543,-0.000166,-0.001653,-0.003128,0.015218,-0.003516,R
0.003908,-0.007254,0.002054,-0.002074,-0.00163,0.00407,0.001662,-0.006993,C
0.017139,-0.011718,-0.002607,0.004687,-0.000485,0.003769,0.003992,-0.003173,G
-0.002881,0.002842,0.003993,-0.003493,0.011124,-0.009211,0.010686,0.001328,D
-0.002433,-0.012454,-0.001526,0.006731,0.00064,0.011886,0.001669,0.006464,A
0.002754,0.010395,0.006435,-0.004003,-0.007371,0.006222,0.01327,-0.00254,D
0.006629,0.005621,-0.002156,-0.005077,0.004216,0.011775,-0.007355,0.001167,Y
0.001579,-0.008517,-0.007418,0.006376,0.001219,-0.009295,-0.006155,0.002493,A
-0.01186,-0.000225,-0.009944,-0.008405,0.006619,0.004372,-0.000534,0.000006,L
0.015068,-0.013817,-0.006332,0.004746,0.000179,-0.00361,0.000204,0.001695,E
0.002737,-0.004393,-0.013837,-0.016532,-0.009615,0.006648,-0.001212,-0.00028,C
-0.004585,-0.003749,0.000559,0.004789,0.001064,0.002887,-0.003187,0.004401,U
-0.002291,0.000664,0.004739,-0.002216,-0.003078,0.00044,-0.002246,-0.006145,B
0.000122,0.005476,-0.001651,0.005495,0.005358,-0.011438,-0.016838,-0.001469,X
0.007599,-0.002617,-0.004442,0.006205,-0.013592,0.00219,0.007783,0.00001,W
-0.003443,-0.010122,0.007135,0.00451,0.001459,-0.009668,0.002503,-0.001087,Q
-0.001864,-0.004412,-0.003676,-0.00064,-0.008509,0.003405,-0.00327,0.002863,X
0.003067,0.002822,-0.007789,0.001459,-0.003867,0.007308,-0.018531,0.007674,X
-0.004625,0.004735,-0.001468,-0.008241,-0.002174,-0.006195,0.000524,0.000595,D
-0.005957,0.000169,0.01387,0.00475,0.008833,-0.007419,-0.000164,-0.001677,P
-0.003376,0.00917,0.000428,0.007893,0.005298,0.001723,-0.012647,0.000022,F
-0.005095,0.000548,-0.00918,-0.006197,-0.008922,0.000724,0.012058,0.001525,N
-0.003148,0.006777,-0.00992,0.005374,-0.002795,0.00236,-0.006444,-0.006345,J
0.004536,-0.015176,0.012806,-0.000183,-0.00628,-0.000748,-0.007233,-0.002695,S
-0.008219,0.004925,-0.016186,-0.013715,0.006885,0.00384,-0.002496,0.000794,L
-0.00084,-0.011088,0.00464,0.000369,0.003111,0.001264,-0.006066,-0.009884,E
-0.007023,0.008791,0.001315,0.000105,-0.000309,0.009093,-0.009217,-0.010009,I
-0.003369,-0.002242,-0.005843,0.001705,-0.002911,0.003995,-0.00531,0.001893,X
-0.007033,0.002163,0.008768,0.005575,0.00114,0.0001,0.00372,-0.006667,R
-0.001034,0.009993,0.002044,-0.000457,0.004158,0.006753,0.000647,-0.006873,F
0.005093,0.003462,0.012382,-0.006784,-0.001859,0.008897,0.01098,0.002456,Q
-0.003593,0.006447,0.003327,0.001318,0.000076,-0.003871,0.006585,-0.008896,R
0.006753,0.01063,-0.000115,0.006971,-0.001066,0.003794,-0.007975,0.004864,Y
0.001478,0.000498,0.006003,-0.007281,0.000638,0.001556,0.000765,-0.002852,B
0.003963,0.000008,0.007927,0.009179,-0.000484,-0.001356,-0.004466,0.001244,V
-0.005625,-0.00629,0.005974,0.00199,0.000158,-0.008752,0.004598,0.006428,O
-0.005478,0.000517,-0.004308,0.012299,-0.00112,0.004218,0.000567,-0.007459,N
0.00181,-0.002164,0.00095,0.003235,-0.002054,-0.001578,0.003845,-0.002563,H
0.002796,-0.002939,-0.003671,0.003749,0.003789,-0.01097,-0.001266,0.007975,O
-0.004087,-0.003941,0.003893,-0.006797,-0.011031,0.008362,-0.007539,-0.006714,Z
-0.004429,0.009125,-0.006048,0.01169,0.000758,0.0063,-0.011461,0.004546,J
-0.00443,0.006862,-0.004903,0.000398,0.014869,-0.003725,0.00744,0.00243,K
-0.003203,-0.010653,0.013538,0.001869,-0.001008,-0.005112,-0.00168,-0.004715,B
0.000183,0.006802,0.003479,0.00715,0.000123,0.003307,-0.002768,-0.006737,V
0.003513,0.014851,-0.010663,-0.002096,-0.00367,-0.024152,-0.011197,-0.005934,T
-0.0012,0.002558,-0.007659,-0.00646,-0.013743,0.001897,0.004457,-0.008978,K
0.003879,-0.007521,0.002186,0.001761,-0.000852,0.012398,-0.003258,-0.012405,C
0.001841,-0.001245,-0.00499,0.006676,0.012394,0.001893,-0.003384,0.001916,H
0.000387,-0.006638,-0.000613,0.003292,0.004363,0.011805,-0.002976,-0.003065,C
-0.001751,-0.005572,-0.007973,0.003631,-0.00727,0.009567,0.00632,-0.007425,K
0.008963,0.003632,-0.004853,0.003844,0.019152,0.0048,0.011342,-0.007693,W
0.000211,-0.008879,0.003267,-0.005936,-0.004367,-0.007936,-0.0063,-0.009027,Z
0.003447,0.010336,0.007328,0.004212,0.013651,0.004826,-0.005635,0.010603,Y
0.006271,-0.01621,-0.003375,0.002874,-0.003436,0.00433,-0.004673,-0.008012,B
-0.002136,0.001764,-0.003779,-0.004089,-0.003745,-0.001867,0.002894,0.004881,U
0.000906,0.002172,0.015262,-0.006791,0.006275,-0.003815,0.003695,0.008311,C
-0.006464,-0.013527,0.005038,-0.005224,-0.003816,-0.004982,-0.005192,-0.00712,Z
0.003187,-0.00972,-0.009197,-0.001676,0.003639,0.001878,-0.004839,0.014088,U
0.004857,0.008161,0.003004,-0.007191,0.0144,-0.003047,0.014084,0.001773,P
0.010353,-0.000203,-0.000782,-0.009305,-0.002377,-0.001201,-0.000549,-0.002932,I
-0.006011,-0.004625,0.00048,0.011342,0.00298,0.006041,-0.012019,-0.004819,K
-0.006541,0.000201,0.000326,-0.002202,-0.001837,-0.001046,-0.006905,-0.006844,I
0.0129,-0.003286,-0.001925,-0.005675,0.006003,0.001334,-0.004527,-0.003715,E
0.000833,0.003427,-0.008591,-0.004265,-0.001941,0.003348,0.003314,0.002913,K
-0.004981,-0.008046,0.00669,0.002799,-0.006321,-0.00444,-0.000095,-0.005336,O
-0.001631,-0.001467,0.006229,-0.006389,-0.000507,-0.008062,0.002275,-0.004847,B
0.004732,0.002057,-0.004529,-0.009875,-0.008369,0.003328,-0.004123,-0.00292,E
0.001818,-0.005152,0.005872,0.00397,-0.000944,0.010221,-0.001386,-0.004775,G
-0.000949,0.002654,-0.004281,0.001469,0.003694,0.00465,-0.005427,0.017411,U
-0.000801,-0.01007,0.010297,-0.004721,0.01321,-0.001614,-0.000157,0.012364,Y
-0.00486,-0.006934,0.005246,-0.001399,0.003551,-0.004587,-0.004061,0.02165,J
0.000419,-0.006493,0.011234,0.015426,-0.00387,0.00521,-0.002081,0.011771,J
-0.006327,-0.001635,-0.008369,0.008987,0.000957,0.001755,-0.000146,0.002924,A
0.000045,-0.012407,0.000198,0.009492,-0.000823,-0.003816,-0.00999,-0.006375,B
0.001703,0.003871,0.005342,0.000816,0.00555,-0.004098,0.007064,0.010346,O
-0.00528,0.015501,0.000553,-0.002662,0.006756,0.008451,-0.004486,-0.001082,I
0.00189,0.00602,-0.005478,-0.001378,0.009653,-0.001663,0.00467,0.005584,H
-0.001238,0.004519,0.005747,-0.000754,-0.003106,-0.000307,0.001884,-0.006179,P
-0.008005,0.001711,0.008491,0.015212,0.006461,-0.0036,-0.006801,-0.015157,F
-0.004954,-0.003894,-0.000018,0.006569,0.004132,0.001295,-0.002281,-0.004405,H
0.000726,0.003054,0.015061,0.000259,-0.01677,0.007519,-0.000666,0.030849,U
0.004061,-0.013832,0.006486,-0.010468,0.008076,-0.006408,-0.005941,0.00458,S
-0.006424,-0.003155,0.012721,0.006523,0.003247,-0.008286,0.005734,-0.010495,P
-0.007084,0.015822,0.002181,-0.004461,0.000214,0.009288,-0.006095,-0.005256,I
0.00246,-0.010096,-0.002872,-0.004736,0.009421,0.005133,0.009162,0.015767,Q
-0.000068,-0.000795,-0.001861,-0.002151,0.001902,-0.005085,0.002243,-0.002926,H
-0.002612,0.008497,-0.001353,-0.004879,-0.000699,-0.005826,0.006417,-0.003377,D
-0.004545,0.006377,0.000211,-0.007496,-0.00695,-0.002175,0.004546,-0.000371,D
0.001633,-0.005368,-0.00187,0.017796,-0.008373,-0.003901,0.003878,0.01316,M
-0.003983,-0.002233,0.003431,0.002471,-0.004998,0.009787,-0.005643,-0.010053,E
0.001455,-0.003589,-0.004439,0.003359,0.004104,-0.013243,-0.000532,0.000278,T
-0.003326,0.002195,0.005483,-0.000932,0.006575,0.001698,-0.006982,-0.006449,Y
0.002059,0.008035,-0.006836,0.009232,-0.0257,-0.006482,0.007088,0.01151,M
-0.010377,0.003169,0.005222,0.007043,0.002203,-0.009834,0.002927,-0.011025,R
-0.007155,-0.002952,-0.020666,0.004284,0.002085,0.005498,-0.008396,0.0087,A
0.002754,-0.001006,-0.010809,0.013271,0.003831,0.007268,-0.019797,0.010738,K
-0.002891,-0.002271,-0.002074,0.000892,-0.003316,0.002956,-0.003208,-0.000179,U
0.012683,-0.007143,0.001434,0.003524,0.003765,-0.004712,0.000218,0.003717,Q
0.006224,0.005829,-0.003354,0.007824,0.012849,0.005335,0.006406,-0.00882,W
0.000934,-0.003196,-0.005214,0.003212,-0.020613,-0.005098,0.013369,0.005815,N
0.010484,-0.010146,-0.008146,-0.000859,0.006082,0.005489,-0.000456,-0.006419,L
-0.00379,-0.004398,0.005058,-0.003133,-0.005147,0.00285,0.008792,-0.011323,P
-0.001652,0.01193,-0.003064,-0.00166,-0.000386,-0.009114,0.005156,-0.007896,R
-0.007574,-0.000769,0.007395,-0.000656,0.002906,-0.011116,0.000558,0.003341,D
-0.010521,-0.002025,0.005141,-0.001829,0.003441,-0.008052,0.003107,-0.002402,D
0.010437,-0.016945,-0.005155,0.002648,0.0108,-0.001205,0.0031,0.001001,V
0.000708,0.007304,0.000417,0.005097,-0.005995,-0.005814,0.017033,0.004962,N
0.002443,-0.005567,0.006109,-0.009257,0.011573,0.002309,0.009298,0.001465,X
0.00227,0.005869,-0.007564,0.000143,0.001091,0.007638,-0.002814,0.007305,K
-0.003644,0.001104,-0.002094,-0.009764,0.003232,-0.010708,-0.007257,0.006131,I
-0.00114,0.001929,-0.012825,0.009659,-0.005173,0.004225,-0.002426,0.00605,A
-0.004881,-0.001778,0.009116,0.001676,-0.001216,-0.000923,-0.000157,-0.0113,B
0.013965,-0.00402,0.007436,-0.008396,0.001708,-0.000812,0.004706,-0.003328,S
-0.011871,-0.009351,-0.003162,0.011861,0.006439,0.006866,0.002896,-0.004701,A
-0.00748,-0.008885,-0.00179,0.012161,0.005555,0.007812,0.00094,0.008389,A
-0.000087,0.000307,0.001237,0.001204,0.003196,0.001095,0.011597,-0.00072,H
-0.003708,-0.002174,0.004545,-0.012838,-0.000272,-0.003127,-0.009464,-0.002475,Z
0.013325,-0.008921,0.00216,-0.003975,0.007793,0.002729,0.006166,-0.008169,B
-0.003691,0.004994,0.008468,0.006086,0.005443,-0.001409,0.008885,-0.007223,P
0.004911,0.002449,0.002258,0.00295,0.006395,0.010112,-0.005594,0.003001,C
-0.004034,0.001575,0.006459,-0.000256,0.002142,0.000194,0.007069,0.0028,G
-0.003788,-0.000129,0.001379,0.021145,0.001305,-0.010167,0.006447,0.016918,M
0.007618,-0.019396,-0.010057,0.003571,0.000254,-0.000374,-0.010817,0.003504,A
0.004492,0.003287,-0.012961,0.004289,-0.010438,0.000336,0.004711,-0.009459,N
0.004999,0.007416,-0.00209,-0.006818,0.002497,-0.004895,-0.004753,-0.005038,T
0.003146,-0.000625,0.009789,0.011297,0.000541,-0.000577,-0.004379,0.006703,V
0.00456,0.000364,0.002361,0.004299,-0.006932,0.004687,-0.004118,0.008688,V
-0.000943,-0.001402,-0.006581,0.015978,-0.009135,-0.008148,0.000032,0.011593,M
0.000691,-0.002127,-0.004325,0.001825,-0.002419,0.008244,0.00234,0.002833,A
-0.006477,0.013483,0.005753,0.011859,0.009119,0.0006,-0.009999,-0.011013,F
0.004823,0.003556,-0.000484,0.007177,-0.003932,0.00553,0.007993,0.004001,K
0.001125,0.004348,-0.005544,0.00165,-0.009058,0.008225,0.011336,-0.000342,K
0.006321,0.003956,-0.006649,0.010121,0.005611,0.004695,0.007522,-0.006306,W
0.007767,0.010762,-0.001237,-0.000836,0.011537,0.009837,0.001147,-0.003962,V
-0.003844,-0.003592,-0.005317,0.000708,-0.004412,0.005164,0.008793,-0.015589,N
0.001078,0.00583,-0.006125,0.001878,-0.000044,0.005812,-0.012835,0.013796,X
-0.004807,0.002337,0.005646,0.003183,-0.005087,-0.001022,0.005692,-0.006401,R
-0.004775,0.001315,0.003747,0.004344,0.013381,0.00194,-0.011004,0.004338,Y
-0.000211,-0.001267,0.000511,-0.001239,0.002795,-0.003423,-0.003004,-0.001655,J
0.003385,-0.002672,-0.001162,0.002279,-0.000314,0.002248,-0.004023,0.005394,G
0.010296,-0.007508,-0.008011,0.008057,0.002246,-0.014466,-0.015554,0.001202,J
0.013912,-0.002571,-0.008033,0.00516,-0.008433,-0.0081,0.007497,-0.005396,W
0.00047,-0.000345,0.005805,0.002159,0.007376,-0.00902,-0.002952,0.005034,D
-0.001342,0.005854,0.000091,-0.000891,0.003243,0.002336,0.001742,-0.007702,F
0.001986,0.005498,0.000683,-0.004702,0.000305,-0.010129,-0.005178,-0.003182,T
0.009772,0.004542,0.00291,-0.009119,0.006465,0.004713,0.005015,0.004443,S
0.000605,0.005207,0.000759,0.004799,-0.001941,0.003521,-0.001197,-0.002479,K
-0.006078,0.001639,0.002394,-0.008247,-0.002448,-0.002763,0.009635,0.00314,D
-0.001963,-0.008116,-0.01607,-0.005392,0.004333,0.007879,-0.000183,0.004713,A
0.003904,0.009905,0.005023,-0.00543,0.000302,-0.008159,0.009598,-0.005066,B
-0.004811,0.014575,-0.001019,0.006003,0.000029,0.004053,-0.016406,-0.003375,F
-0.002672,0.000979,0.00021,0.006109,-0.001739,-0.002241,-0.004839,-0.004673,J
0.001865,-0.007558,-0.001065,0.006085,0.003859,-0.006755,-0.003735,-0.004185,G
-0.002447,-0.006958,-0.002085,0.0038,-0.013518,-0.007502,0.016914,0.0052,N
-0.000133,0.00286,-0.002154,0.012416,-0.018308,-0.010405,0.009312,0.01295,M
-0.00183,-0.003519,0.020053,0.000971,-0.009508,0.001794,0.004701,0.030304,U
0.001166,0.010082,0.007063,0.008052,0.000163,0.011958,-0.00387,0.000655,V
