K1,K2,K3,K4,K5,K6,K7,K8,K9,K10,K11,K12,K13,class
22.51666,13.856406,15.588457,38.105118,-39.837169,20.78461,-22.51666,8.660254,-10.392305,-29.444864,1.732051,-8.660254,19.052559,L
36.373067,3.464102,25.980762,36.373067,-41.569219,5.196152,-20.78461,8.660254,-12.124356,-41.569219,12.124356,-22.51666,12.124356,O
13.856406,8.660254,17.320508,34.641016,-27.712813,10.392305,-15.588457,5.196152,-1.732051,-17.320508,0,-3.464102,20.78461,L
43.30127,12.124356,17.320508,34.641016,-39.837169,10.392305,-19.052559,6.928203,-5.196152,-32.908965,6.928203,-8.660254,13.856406,B
36.373067,22.51666,17.320508,43.30127,-46.765372,25.980762,-29.444864,10.392305,-17.320508,-38.105118,1.732051,-5.196152,19.052559,Z
43.30127,27.712813,27.712813,50.229473,-65.817931,39.837169,-34.641016,13.856406,-25.980762,-51.961524,6.928203,-15.588457,25.980762,K
34.641016,5.196152,25.980762,31.176915,-39.837169,6.928203,-20.78461,8.660254,-15.588457,-41.569219,10.392305,-22.51666,17.320508,O
41.569219,10.392305,24.248711,43.30127,-48.497423,8.660254,-27.712813,12.124356,-15.588457,-50.229473,6.928203,-20.78461,12.124356,G
32.908965,10.392305,41.569219,43.30127,-45.033321,-0,-17.320508,12.124356,-6.928203,-39.837169,24.248711,-15.588457,22.51666,Q
39.837169,20.78461,24.248711,41.569219,-58.889727,25.980762,-31.176915,13.856406,-22.51666,-48.497423,8.660254,-17.320508,20.78461,H
22.51666,5.196152,22.51666,36.373067,-25.980762,13.856406,-25.980762,3.464102,-17.320508,-31.176915,0,-8.660254,13.856406,H
43.30127,24.248711,22.51666,32.908965,-65.817931,34.641016,-22.51666,24.248711,-10.392305,-53.693575,19.052559,-22.51666,22.51666,J
8.660254,1.732051,22.51666,29.444864,-19.052559,8.660254,-13.856406,1.732051,-1.732051,-25.980762,10.392305,-3.464102,15.588457,Y
20.78461,8.660254,10.392305,24.248711,-24.248711,17.320508,-29.444864,5.196152,-22.51666,-34.641016,3.464102,-5.196152,10.392305,T
39.837169,15.588457,25.980762,43.30127,-50.229473,22.51666,-24.248711,8.660254,-8.660254,-34.641016,12.124356,-8.660254,17.320508,F
19.052559,1.732051,24.248711,31.176915,-17.320508,3.464102,-15.588457,1.732051,-5.196152,-20.78461,1.732051,-5.196152,15.588457,X
41.569219,17.320508,36.373067,46.765372,-57.157677,10.392305,-27.712813,13.856406,-27.712813,-58.889727,15.588457,-25.980762,8.660254,A
32.908965,22.51666,22.51666,25.980762,-41.569219,24.248711,-25.980762,8.660254,-19.052559,-39.837169,6.928203,-6.928203,22.51666,F
43.30127,25.980762,20.78461,38.105118,-51.961524,20.78461,-20.78461,12.124356,-8.660254,-45.033321,12.124356,-5.196152,15.588457,X
38.105118,29.444864,22.51666,38.105118,-58.889727,20.78461,-32.908965,13.856406,-29.444864,-64.08588,8.660254,-17.320508,13.856406,X
29.444864,15.588457,25.980762,39.837169,-48.497423,29.444864,-25.980762,12.124356,-15.588457,-38.105118,1.732051,-15.588457,27.712813,A
22.51666,5.196152,17.320508,29.444864,-25.980762,12.124356,-15.588457,1.732051,-1.732051,-17.320508,3.464102,-3.464102,17.320508,B
22.51666,5.196152,25.980762,36.373067,-27.712813,3.464102,-19.052559,3.464102,-6.928203,-27.712813,0,-8.660254,12.124356,G
36.373067,17.320508,22.51666,34.641016,-41.569219,10.392305,-27.712813,10.392305,-22.51666,-50.229473,5.196152,-12.124356,8.660254,S
38.105118,12.124356,20.78461,41.569219,-45.033321,31.176915,-25.980762,12.124356,-12.124356,-31.176915,3.464102,-12.124356,24.248711,Z
38.105118,17.320508,15.588457,34.641016,-57.157677,43.30127,-36.373067,13.856406,-22.51666,-45.033321,6.928203,-15.588457,22.51666,P
46.765372,17.320508,36.373067,39.837169,-60.621778,10.392305,-27.712813,13.856406,-36.373067,-64.08588,15.588457,-34.641016,15.588457,M
22.51666,1.732051,25.980762,39.837169,-24.248711,-1.732051,-17.320508,3.464102,-6.928203,-22.51666,3.464102,-8.660254,12.124356,K
45.033321,5.196152,25.980762,39.837169,-50.229473,6.928203,-24.248711,12.124356,-15.588457,-46.765372,12.124356,-27.712813,15.588457,O
48.497423,12.124356,25.980762,38.105118,-48.497423,6.928203,-27.712813,13.856406,-25.980762,-53.693575,10.392305,-25.980762,12.124356,O
45.033321,15.588457,19.052559,41.569219,-53.693575,15.588457,-22.51666,12.124356,-12.124356,-43.30127,15.588457,-17.320508,12.124356,R
19.052559,1.732051,17.320508,24.248711,-24.248711,20.78461,-25.980762,3.464102,-13.856406,-22.51666,-0,-8.660254,20.78461,P
24.248711,13.856406,19.052559,34.641016,-31.176915,19.052559,-24.248711,5.196152,-12.124356,-29.444864,0,-1.732051,19.052559,S
31.176915,3.464102,34.641016,45.033321,-45.033321,-1.732051,-19.052559,8.660254,-5.196152,-38.105118,10.392305,-22.51666,8.660254,K
19.052559,-1.732051,12.124356,25.980762,-22.51666,-3.464102,-8.660254,5.196152,0,-13.856406,8.660254,-12.124356,17.320508,L
34.641016,3.464102,17.320508,25.980762,-34.641016,12.124356,-29.444864,13.856406,-20.78461,-45.033321,17.320508,-19.052559,-1.732051,F
29.444864,15.588457,39.837169,36.373067,-51.961524,8.660254,-25.980762,12.124356,-25.980762,-51.961524,12.124356,-24.248711,12.124356,W
31.176915,-13.856406,34.641016,32.908965,-29.444864,-8.660254,-15.588457,6.928203,-13.856406,-41.569219,6.928203,-38.105118,8.660254,M
43.30127,12.124356,10.392305,31.176915,-50.229473,15.588457,-22.51666,12.124356,-15.588457,-46.765372,13.856406,-22.51666,19.052559,D
31.176915,10.392305,39.837169,31.176915,-38.105118,3.464102,-24.248711,8.660254,-25.980762,-48.497423,13.856406,-22.51666,20.78461,W
43.30127,8.660254,22.51666,38.105118,-46.765372,5.196152,-19.052559,12.124356,-8.660254,-46.765372,13.856406,-22.51666,15.588457,Q
34.641016,5.196152,22.51666,38.105118,-38.105118,10.392305,-32.908965,8.660254,-25.980762,-51.961524,5.196152,-20.78461,3.464102,U
29.444864,12.124356,25.980762,34.641016,-38.105118,6.928203,-19.052559,8.660254,-10.392305,-39.837169,8.660254,-13.856406,15.588457,X
22.51666,1.732051,22.51666,39.837169,-19.052559,-3.464102,-13.856406,1.732051,3.464102,-13.856406,1.732051,0,12.124356,E
31.176915,6.928203,24.248711,45.033321,-38.105118,1.732051,-19.052559,6.928203,-3.464102,-32.908965,6.928203,-12.124356,13.856406,C
31.176915,8.660254,17.320508,34.641016,-34.641016,17.320508,-19.052559,5.196152,-5.196152,-27.712813,5.196152,-6.928203,17.320508,B
38.105118,10.392305,34.641016,41.569219,-51.961524,10.392305,-22.51666,10.392305,-15.588457,-46.765372,8.660254,-24.248711,13.856406,W
38.105118,12.124356,50.229473,36.373067,-57.157677,5.196152,-24.248711,12.124356,-36.373067,-55.425626,12.124356,-38.105118,22.51666,W
27.712813,3.464102,27.712813,32.908965,-27.712813,0,-19.052559,3.464102,-17.320508,-32.908965,3.464102,-17.320508,17.320508,H
25.980762,15.588457,12.124356,32.908965,-29.444864,20.78461,-25.980762,5.196152,-15.588457,-29.444864,-1.732051,0,15.588457,Z
24.248711,8.660254,15.588457,25.980762,-32.908965,31.176915,-29.444864,5.196152,-17.320508,-25.980762,1.732051,-6.928203,24.248711,P
24.248711,3.464102,41.569219,38.105118,-34.641016,-5.196152,-22.51666,6.928203,-22.51666,-53.693575,8.660254,-27.712813,8.660254,W
32.908965,19.052559,32.908965,36.373067,-43.30127,8.660254,-31.176915,8.660254,-27.712813,-55.425626,5.196152,-13.856406,17.320508,X
24.248711,5.196152,13.856406,19.052559,-25.980762,12.124356,-24.248711,5.196152,-17.320508,-32.908965,6.928203,-10.392305,10.392305,F
27.712813,8.660254,15.588457,32.908965,-45.033321,-13.856406,-6.928203,12.124356,6.928203,-34.641016,13.856406,-20.78461,13.856406,L
31.176915,15.588457,29.444864,36.373067,-41.569219,13.856406,-22.51666,6.928203,-13.856406,-39.837169,3.464102,-13.856406,24.248711,O
27.712813,5.196152,17.320508,31.176915,-29.444864,10.392305,-17.320508,5.196152,-6.928203,-27.712813,6.928203,-10.392305,15.588457,R
27.712813,6.928203,15.588457,32.908965,-34.641016,20.78461,-24.248711,6.928203,-13.856406,-29.444864,1.732051,-12.124356,22.51666,D
24.248711,8.660254,17.320508,31.176915,-24.248711,3.464102,-13.856406,3.464102,-1.732051,-22.51666,5.196152,-1.732051,15.588457,Z
41.569219,12.124356,24.248711,48.497423,-50.229473,-6.928203,-20.78461,13.856406,-6.928203,-46.765372,13.856406,-20.78461,15.588457,C
27.712813,1.732051,34.641016,43.30127,-38.105118,-8.660254,-17.320508,6.928203,-5.196152,-38.105118,6.928203,-22.51666,8.660254,K
46.765372,20.78461,24.248711,50.229473,-60.621778,32.908965,-38.105118,13.856406,-29.444864,-57.157677,8.660254,-17.320508,13.856406,H
20.78461,-6.928203,17.320508,27.712813,-13.856406,-1.732051,-15.588457,0,-5.196152,-17.320508,0,-10.392305,13.856406,D
43.30127,31.176915,29.444864,36.373067,-51.961524,20.78461,-25.980762,10.392305,-20.78461,-50.229473,6.928203,-6.928203,19.052559,G
36.373067,17.320508,20.78461,32.908965,-41.569219,13.856406,-27.712813,10.392305,-22.51666,-48.497423,6.928203,-12.124356,8.660254,S
31.176915,12.124356,12.124356,31.176915,-31.176915,8.660254,-15.588457,5.196152,-5.196152,-29.444864,6.928203,-5.196152,17.320508,Z
38.105118,6.928203,25.980762,36.373067,-46.765372,5.196152,-20.78461,10.392305,-12.124356,-46.765372,12.124356,-24.248711,13.856406,O
41.569219,22.51666,25.980762,41.569219,-60.621778,17.320508,-22.51666,13.856406,-17.320508,-53.693575,15.588457,-20.78461,15.588457,K
36.373067,20.78461,8.660254,36.373067,-43.30127,32.908965,-32.908965,10.392305,-22.51666,-41.569219,1.732051,-5.196152,15.588457,Z
17.320508,10.392305,29.444864,34.641016,-36.373067,8.660254,-17.320508,8.660254,-5.196152,-48.497423,17.320508,-12.124356,12.124356,Y
41.569219,20.78461,43.30127,45.033321,-57.157677,8.660254,-38.105118,13.856406,-43.30127,-86.60254,12.124356,-32.908965,-0,W
10.392305,6.928203,17.320508,29.444864,-24.248711,10.392305,-13.856406,3.464102,0,-19.052559,3.464102,-1.732051,15.588457,I
19.052559,3.464102,20.78461,38.105118,-25.980762,19.052559,-31.176915,5.196152,-20.78461,-31.176915,-8.660254,-10.392305,12.124356,J
38.105118,20.78461,27.712813,39.837169,-57.157677,29.444864,-31.176915,13.856406,-20.78461,-50.229473,-1.732051,-20.78461,25.980762,I
39.837169,6.928203,24.248711,34.641016,-46.765372,3.464102,-17.320508,12.124356,-6.928203,-38.105118,13.856406,-22.51666,20.78461,Q
31.176915,1.732051,13.856406,27.712813,-32.908965,6.928203,-17.320508,6.928203,-8.660254,-31.176915,8.660254,-17.320508,15.588457,D
43.30127,12.124356,24.248711,39.837169,-53.693575,13.856406,-20.78461,12.124356,-10.392305,-43.30127,10.392305,-20.78461,15.588457,Q
22.51666,5.196152,19.052559,24.248711,-27.712813,13.856406,-22.51666,5.196152,-12.124356,-29.444864,5.196152,-8.660254,12.124356,P
25.980762,10.392305,19.052559,34.641016,-38.105118,27.712813,-25.980762,6.928203,-17.320508,-29.444864,-1.732051,-12.124356,24.248711,D
48.497423,22.51666,29.444864,43.30127,-64.08588,17.320508,-24.248711,13.856406,-10.392305,-46.765372,15.588457,-15.588457,17.320508,F
48.497423,6.928203,36.373067,32.908965,-43.30127,1.732051,-24.248711,13.856406,-27.712813,-43.30127,15.588457,-25.980762,19.052559,Y
20.78461,8.660254,25.980762,36.373067,-27.712813,20.78461,-22.51666,3.464102,-12.124356,-22.51666,-8.660254,-5.196152,22.51666,A
27.712813,3.464102,19.052559,31.176915,-27.712813,8.660254,-15.588457,5.196152,-3.464102,-24.248711,6.928203,-8.660254,15.588457,B
10.392305,-1.732051,20.78461,32.908965,-17.320508,10.392305,-15.588457,1.732051,-1.732051,-25.980762,17.320508,-5.196152,10.392305,T
32.908965,20.78461,27.712813,41.569219,-39.837169,13.856406,-25.980762,8.660254,-17.320508,-39.837169,-1.732051,-6.928203,17.320508,L
31.176915,12.124356,32.908965,39.837169,-50.229473,10.392305,-22.51666,13.856406,-12.124356,-62.353829,19.052559,-22.51666,12.124356,Y
25.980762,12.124356,39.837169,38.105118,-48.497423,6.928203,-20.78461,10.392305,-19.052559,-50.229473,17.320508,-24.248711,19.052559,W
15.588457,-3.464102,38.105118,34.641016,-22.51666,-1.732051,-15.588457,3.464102,-10.392305,-32.908965,13.856406,-17.320508,19.052559,W
38.105118,17.320508,20.78461,43.30127,-53.693575,36.373067,-32.908965,10.392305,-25.980762,-43.30127,3.464102,-17.320508,22.51666,H
24.248711,10.392305,22.51666,32.908965,-36.373067,19.052559,-22.51666,8.660254,-13.856406,-29.444864,-1.732051,-13.856406,24.248711,A
19.052559,3.464102,17.320508,27.712813,-22.51666,19.052559,-29.444864,3.464102,-19.052559,-25.980762,-1.732051,-6.928203,15.588457,F
25.980762,5.196152,24.248711,36.373067,-31.176915,3.464102,-15.588457,5.196152,-3.464102,-27.712813,6.928203,-10.392305,15.588457,G
13.856406,1.732051,27.712813,31.176915,-24.248711,3.464102,-13.856406,3.464102,-3.464102,-31.176915,12.124356,-10.392305,17.320508,T
25.980762,15.588457,15.588457,36.373067,-34.641016,19.052559,-25.980762,6.928203,-13.856406,-31.176915,0,-3.464102,19.052559,Z
29.444864,20.78461,27.712813,39.837169,-39.837169,17.320508,-27.712813,6.928203,-17.320508,-41.569219,-5.196152,-5.196152,15.588457,L
24.248711,1.732051,32.908965,34.641016,-25.980762,1.732051,-15.588457,5.196152,-5.196152,-25.980762,6.928203,-10.392305,15.588457,Q
45.033321,24.248711,36.373067,41.569219,-58.889727,5.196152,-22.51666,13.856406,-22.51666,-55.425626,15.588457,-20.78461,12.124356,C
25.980762,0,29.444864,36.373067,-32.908965,5.196152,-20.78461,10.392305,-12.124356,-53.693575,12.124356,-22.51666,5.196152,V
41.569219,10.392305,19.052559,36.373067,-43.30127,17.320508,-27.712813,10.392305,-24.248711,-48.497423,10.392305,-20.78461,12.124356,J
41.569219,6.928203,17.320508,34.641016,-45.033321,1.732051,-19.052559,10.392305,-10.392305,-41.569219,8.660254,-24.248711,19.052559,O
8.660254,-5.196152,32.908965,31.176915,-13.856406,0,-15.588457,0,-3.464102,-25.980762,3.464102,-6.928203,10.392305,Y
34.641016,13.856406,39.837169,38.105118,-46.765372,1.732051,-20.78461,8.660254,-24.248711,-48.497423,10.392305,-24.248711,15.588457,U
36.373067,17.320508,27.712813,43.30127,-55.425626,29.444864,-32.908965,12.124356,-32.908965,-57.157677,6.928203,-25.980762,17.320508,M
41.569219,20.78461,15.588457,39.837169,-46.765372,10.392305,-22.51666,10.392305,-13.856406,-46.765372,12.124356,-10.392305,15.588457,X
20.78461,5.196152,27.712813,32.908965,-29.444864,15.588457,-24.248711,3.464102,-24.248711,-34.641016,-1.732051,-19.052559,19.052559,M
27.712813,15.588457,38.105118,32.908965,-45.033321,5.196152,-25.980762,10.392305,-27.712813,-53.693575,12.124356,-22.51666,12.124356,W
15.588457,-5.196152,41.569219,32.908965,-20.78461,-5.196152,-17.320508,3.464102,-15.588457,-34.641016,5.196152,-22.51666,15.588457,W
45.033321,29.444864,31.176915,45.033321,-58.889727,17.320508,-32.908965,13.856406,-24.248711,-64.08588,1.732051,-13.856406,10.392305,L
6.928203,6.928203,15.588457,29.444864,-25.980762,24.248711,-24.248711,5.196152,-10.392305,-24.248711,-5.196152,-5.196152,17.320508,I
34.641016,8.660254,31.176915,41.569219,-50.229473,6.928203,-22.51666,10.392305,-22.51666,-51.961524,8.660254,-31.176915,8.660254,M
43.30127,-10.392305,36.373067,36.373067,-45.033321,-8.660254,-20.78461,13.856406,-22.51666,-57.157677,13.856406,-50.229473,6.928203,M
34.641016,27.712813,22.51666,43.30127,-65.817931,36.373067,-25.980762,13.856406,-13.856406,-55.425626,5.196152,-19.052559,25.980762,D
34.641016,19.052559,20.78461,32.908965,-50.229473,20.78461,-32.908965,13.856406,-25.980762,-58.889727,13.856406,-15.588457,5.196152,Y
12.124356,5.196152,17.320508,32.908965,-27.712813,15.588457,-17.320508,6.928203,-3.464102,-34.641016,19.052559,-6.928203,6.928203,T
45.033321,24.248711,22.51666,41.569219,-51.961524,3.464102,-15.588457,12.124356,-1.732051,-43.30127,17.320508,-6.928203,19.052559,S
19.052559,1.732051,27.712813,31.176915,-27.712813,10.392305,-25.980762,5.196152,-22.51666,-36.373067,3.464102,-19.052559,17.320508,N
38.105118,17.320508,32.908965,34.641016,-48.497423,8.660254,-20.78461,10.392305,-24.248711,-48.497423,12.124356,-20.78461,15.588457,U
29.444864,6.928203,25.980762,34.641016,-31.176915,5.196152,-19.052559,8.660254,-10.392305,-36.373067,8.660254,-13.856406,15.588457,X
39.837169,22.51666,24.248711,46.765372,-57.157677,24.248711,-34.641016,13.856406,-27.712813,-53.693575,10.392305,-13.856406,6.928203,K
46.765372,12.124356,17.320508,38.105118,-48.497423,19.052559,-29.444864,12.124356,-22.51666,-45.033321,10.392305,-19.052559,12.124356,O
12.124356,0,22.51666,27.712813,-12.124356,3.464102,-13.856406,0,-5.196152,-15.588457,0,-3.464102,17.320508,X
34.641016,1.732051,20.78461,46.765372,-32.908965,0,-20.78461,8.660254,-6.928203,-31.176915,8.660254,-13.856406,13.856406,C
45.033321,19.052559,8.660254,39.837169,-53.693575,34.641016,-34.641016,13.856406,-24.248711,-50.229473,8.660254,-15.588457,13.856406,S
39.837169,22.51666,34.641016,41.569219,-53.693575,3.464102,-19.052559,12.124356,-13.856406,-46.765372,17.320508,-13.856406,19.052559,E
36.373067,-12.124356,25.980762,34.641016,-32.908965,-12.124356,-19.052559,6.928203,-10.392305,-50.229473,1.732051,-34.641016,5.196152,U
27.712813,8.660254,20.78461,38.105118,-36.373067,10.392305,-17.320508,5.196152,-3.464102,-27.712813,5.196152,-8.660254,15.588457,E
39.837169,25.980762,15.588457,27.712813,-45.033321,19.052559,-32.908965,13.856406,-31.176915,-62.353829,12.124356,-10.392305,13.856406,Y
19.052559,3.464102,31.176915,34.641016,-31.176915,5.196152,-19.052559,8.660254,-6.928203,-45.033321,13.856406,-13.856406,8.660254,Y
41.569219,15.588457,19.052559,45.033321,-41.569219,-6.928203,-20.78461,10.392305,-8.660254,-39.837169,10.392305,-8.660254,6.928203,E
20.78461,19.052559,17.320508,34.641016,-48.497423,17.320508,-20.78461,13.856406,-6.928203,-57.157677,24.248711,-13.856406,5.196152,T
10.392305,0,29.444864,31.176915,-17.320508,5.196152,-13.856406,1.732051,-3.464102,-13.856406,-1.732051,-6.928203,20.78461,A
38.105118,25.980762,17.320508,39.837169,-62.353829,38.105118,-27.712813,13.856406,-13.856406,-50.229473,1.732051,-17.320508,25.980762,I
29.444864,12.124356,17.320508,36.373067,-29.444864,12.124356,-31.176915,6.928203,-27.712813,-45.033321,1.732051,-8.660254,3.464102,X
19.052559,3.464102,24.248711,31.176915,-20.78461,3.464102,-15.588457,5.196152,-8.660254,-20.78461,0,-8.660254,17.320508,A
29.444864,17.320508,20.78461,36.373067,-43.30127,13.856406,-20.78461,10.392305,-12.124356,-45.033321,8.660254,-12.124356,13.856406,I
25.980762,10.392305,25.980762,34.641016,-36.373067,6.928203,-25.980762,8.660254,-20.78461,-43.30127,3.464102,-15.588457,12.124356,H
34.641016,22.51666,17.320508,27.712813,-48.497423,34.641016,-29.444864,12.124356,-19.052559,-43.30127,8.660254,-10.392305,15.588457,J
41.569219,15.588457,24.248711,36.373067,-39.837169,13.856406,-22.51666,10.392305,-15.588457,-36.373067,13.856406,-8.660254,17.320508,J
43.30127,20.78461,34.641016,43.30127,-64.08588,13.856406,-24.248711,13.856406,-19.052559,-57.157677,12.124356,-25.980762,12.124356,P
50.229473,22.51666,29.444864,43.30127,-60.621778,20.78461,-24.248711,12.124356,-13.856406,-43.30127,13.856406,-12.124356,17.320508,S
38.105118,31.176915,32.908965,43.30127,-57.157677,22.51666,-27.712813,13.856406,-24.248711,-58.889727,0,-15.588457,15.588457,A
25.980762,3.464102,29.444864,39.837169,-29.444864,-1.732051,-19.052559,5.196152,-13.856406,-31.176915,5.196152,-15.588457,12.124356,K
31.176915,20.78461,22.51666,34.641016,-48.497423,20.78461,-22.51666,10.392305,-13.856406,-43.30127,0,-15.588457,22.51666,S
29.444864,8.660254,20.78461,29.444864,-22.51666,5.196152,-15.588457,1.732051,-5.196152,-20.78461,3.464102,-1.732051,19.052559,S
36.373067,15.588457,45.033321,32.908965,-45.033321,0,-29.444864,12.124356,-39.837169,-60.621778,13.856406,-29.444864,17.320508,W
12.124356,-5.196152,31.176915,31.176915,-17.320508,-1.732051,-15.588457,1.732051,-5.196152,-32.908965,5.196152,-12.124356,6.928203,V
45.033321,10.392305,29.444864,43.30127,-53.693575,-3.464102,-25.980762,13.856406,-13.856406,-53.693575,10.392305,-25.980762,17.320508,C
24.248711,6.928203,24.248711,36.373067,-36.373067,27.712813,-25.980762,6.928203,-13.856406,-25.980762,-6.928203,-13.856406,29.444864,A
22.51666,12.124356,24.248711,41.569219,-34.641016,13.856406,-25.980762,6.928203,-17.320508,-38.105118,0,-8.660254,8.660254,K
36.373067,24.248711,20.78461,25.980762,-50.229473,29.444864,-32.908965,12.124356,-27.712813,-50.229473,6.928203,-13.856406,22.51666,P
25.980762,6.928203,27.712813,34.641016,-38.105118,8.660254,-25.980762,8.660254,-15.588457,-50.229473,10.392305,-17.320508,1.732051,V
19.052559,10.392305,32.908965,32.908965,-34.641016,8.660254,-22.51666,6.928203,-15.588457,-43.30127,13.856406,-12.124356,8.660254,V
22.51666,-5.196152,29.444864,38.105118,-24.248711,-1.732051,-17.320508,3.464102,-12.124356,-29.444864,1.732051,-20.78461,6.928203,M
31.176915,6.928203,24.248711,38.105118,-39.837169,5.196152,-15.588457,6.928203,0,-27.712813,12.124356,-13.856406,12.124356,R
34.641016,3.464102,17.320508,32.908965,-36.373067,5.196152,-19.052559,6.928203,-8.660254,-36.373067,8.660254,-17.320508,12.124356,O
39.837169,1.732051,20.78461,46.765372,-34.641016,-1.732051,-24.248711,10.392305,-12.124356,-36.373067,8.660254,-17.320508,15.588457,C
31.176915,13.856406,17.320508,27.712813,-46.765372,13.856406,-27.712813,13.856406,-17.320508,-50.229473,15.588457,-17.320508,-1.732051,F
38.105118,10.392305,24.248711,41.569219,-50.229473,12.124356,-20.78461,10.392305,-5.196152,-34.641016,15.588457,-17.320508,12.124356,R
31.176915,12.124356,29.444864,38.105118,-46.765372,12.124356,-29.444864,12.124356,-25.980762,-55.425626,10.392305,-24.248711,8.660254,N
41.569219,20.78461,31.176915,31.176915,-39.837169,6.928203,-20.78461,8.660254,-17.320508,-34.641016,8.660254,-6.928203,20.78461,S
51.961524,25.980762,38.105118,43.30127,-62.353829,10.392305,-25.980762,13.856406,-27.712813,-51.961524,15.588457,-19.052559,15.588457,R
50.229473,-8.660254,24.248711,38.105118,-48.497423,-10.392305,-22.51666,13.856406,-13.856406,-67.549981,8.660254,-45.033321,3.464102,U
43.30127,13.856406,19.052559,31.176915,-55.425626,20.78461,-27.712813,13.856406,-19.052559,-46.765372,13.856406,-20.78461,15.588457,P
24.248711,1.732051,19.052559,24.248711,-25.980762,12.124356,-22.51666,6.928203,-12.124356,-27.712813,6.928203,-10.392305,12.124356,P
45.033321,-10.392305,24.248711,34.641016,-45.033321,-12.124356,-19.052559,12.124356,-10.392305,-58.889727,6.928203,-43.30127,5.196152,U
41.569219,5.196152,22.51666,29.444864,-50.229473,13.856406,-25.980762,12.124356,-13.856406,-39.837169,13.856406,-24.248711,13.856406,P
53.693575,13.856406,34.641016,43.30127,-53.693575,6.928203,-25.980762,17.320508,-20.78461,-51.961524,13.856406,-24.248711,17.320508,Q
31.176915,8.660254,31.176915,31.176915,-36.373067,6.928203,-20.78461,6.928203,-17.320508,-36.373067,3.464102,-15.588457,17.320508,V
36.373067,17.320508,15.588457,27.712813,-43.30127,15.588457,-31.176915,13.856406,-25.980762,-58.889727,12.124356,-15.588457,6.928203,Y
25.980762,15.588457,24.248711,34.641016,-43.30127,27.712813,-22.51666,10.392305,-12.124356,-31.176915,0,-12.124356,27.712813,A
39.837169,20.78461,19.052559,39.837169,-53.693575,17.320508,-27.712813,12.124356,-15.588457,-57.157677,8.660254,-17.320508,10.392305,C
31.176915,17.320508,25.980762,32.908965,-43.30127,27.712813,-29.444864,6.928203,-20.78461,-39.837169,0,-12.124356,27.712813,P
19.052559,8.660254,27.712813,32.908965,-32.908965,10.392305,-17.320508,6.928203,-8.660254,-27.712813,3.464102,-12.124356,19.052559,A
27.712813,-0,25.980762,38.105118,-27.712813,0,-17.320508,5.196152,-5.196152,-24.248711,3.464102,-12.124356,17.320508,G
19.052559,3.464102,32.908965,32.908965,-32.908965,0,-17.320508,6.928203,-8.660254,-48.497423,10.392305,-19.052559,6.928203,V
43.30127,13.856406,27.712813,41.569219,-50.229473,3.464102,-31.176915,13.856406,-24.248711,-55.425626,6.928203,-22.51666,10.392305,C
34.641016,10.392305,24.248711,36.373067,-45.033321,6.928203,-29.444864,12.124356,-24.248711,-53.693575,6.928203,-22.51666,3.464102,U
31.176915,13.856406,27.712813,32.908965,-41.569219,6.928203,-17.320508,8.660254,-12.124356,-34.641016,6.928203,-13.856406,17.320508,H
25.980762,6.928203,17.320508,36.373067,-22.51666,8.660254,-17.320508,3.464102,-6.928203,-22.51666,5.196152,-1.732051,17.320508,X
15.588457,1.732051,22.51666,27.712813,-32.908965,5.196152,-12.124356,6.928203,1.732051,-25.980762,6.928203,-15.588457,15.588457,I
45.033321,-1.732051,36.373067,38.105118,-53.693575,-6.928203,-22.51666,13.856406,-24.248711,-67.549981,13.856406,-50.229473,6.928203,M
39.837169,19.052559,20.78461,38.105118,-60.621778,31.176915,-27.712813,13.856406,-15.588457,-43.30127,10.392305,-17.320508,19.052559,B
43.30127,17.320508,39.837169,46.765372,-58.889727,15.588457,-24.248711,12.124356,-20.78461,-50.229473,10.392305,-24.248711,19.052559,G
24.248711,8.660254,38.105118,31.176915,-34.641016,1.732051,-24.248711,6.928203,-24.248711,-45.033321,8.660254,-19.052559,10.392305,W
39.837169,24.248711,17.320508,43.30127,-51.961524,31.176915,-31.176915,12.124356,-20.78461,-43.30127,3.464102,-8.660254,20.78461,Z
36.373067,8.660254,36.373067,38.105118,-45.033321,3.464102,-20.78461,10.392305,-19.052559,-41.569219,12.124356,-24.248711,17.320508,N
15.588457,-10.392305,12.124356,24.248711,-15.588457,-12.124356,-3.464102,1.732051,10.392305,-8.660254,3.464102,-12.124356,13.856406,L
50.229473,15.588457,15.588457,38.105118,-48.497423,15.588457,-31.176915,13.856406,-29.444864,-53.693575,10.392305,-20.78461,5.196152,O
17.320508,5.196152,19.052559,34.641016,-31.176915,15.588457,-19.052559,8.660254,-5.196152,-39.837169,22.51666,-10.392305,6.928203,T
50.229473,19.052559,25.980762,36.373067,-46.765372,6.928203,-22.51666,12.124356,-19.052559,-51.961524,15.588457,-13.856406,13.856406,Y
50.229473,24.248711,25.980762,46.765372,-64.08588,34.641016,-32.908965,13.856406,-27.712813,-60.621778,8.660254,-25.980762,20.78461,R
34.641016,17.320508,32.908965,32.908965,-39.837169,5.196152,-22.51666,8.660254,-24.248711,-41.569219,8.660254,-13.856406,17.320508,R
41.569219,-13.856406,36.373067,38.105118,-36.373067,-8.660254,-22.51666,10.392305,-24.248711,-53.693575,10.392305,-46.765372,6.928203,M
39.837169,25.980762,27.712813,38.105118,-46.765372,19.052559,-25.980762,8.660254,-15.588457,-45.033321,5.196152,-5.196152,17.320508,E
