@relation adult-income-weka.filters.unsupervised.instance.Resample-S1-Z3.0-weka.filters.unsupervised.instance.RemovePercentage-P60.0-V

@attribute age numeric
@attribute workclass {' State-gov',' Self-emp-not-inc',' Private',' Federal-gov',' Local-gov',' Self-emp-inc',' Without-pay'}
@attribute fnlwgt numeric
@attribute education {' Bachelors',' HS-grad',' 11th',' Masters',' 9th',' Some-college',' Assoc-acdm',' 7th-8th',' Doctorate',' Assoc-voc',' Prof-school',' 5th-6th',' 10th',' Preschool',' 12th',' 1st-4th'}
@attribute education-num numeric
@attribute marital-status {' Never-married',' Married-civ-spouse',' Divorced',' Married-spouse-absent',' Separated',' Married-AF-spouse',' Widowed'}
@attribute occupation {' Adm-clerical',' Exec-managerial',' Handlers-cleaners',' Prof-specialty',' Other-service',' Sales',' Transport-moving',' Farming-fishing',' Machine-op-inspct',' Tech-support',' Craft-repair',' Protective-serv',' Armed-Forces',' Priv-house-serv'}
@attribute relationship {' Not-in-family',' Husband',' Wife',' Own-child',' Unmarried',' Other-relative'}
@attribute race {' White',' Black',' Asian-Pac-Islander',' Amer-Indian-Eskimo',' Other'}
@attribute sex {' Male',' Female'}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute native-country {' United-States',' Cuba',' Jamaica',' India',' Mexico',' Puerto-Rico',' Honduras',' England',' Canada',' Germany',' Iran',' Philippines',' Poland',' Columbia',' Cambodia',' Thailand',' Ecuador',' Laos',' Taiwan',' Haiti',' Portugal',' Dominican-Republic',' El-Salvador',' France',' Guatemala',' Italy',' China',' South',' Japan',' Yugoslavia',' Peru',' Outlying-US(Guam-USVI-etc)',' Scotland',' Trinadad&Tobago',' Greece',' Nicaragua',' Vietnam',' Hong',' Ireland',' Hungary',' Holand-Netherlands'}
@attribute income {' <=50K',' >50K'}

@data
43,' Private',39581,' HS-grad',9,' Never-married',' Other-service',' Not-in-family',' Black',' Female',0,0,45,' United-States',' <=50K'
37,' Private',177974,' Some-college',10,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,70,' United-States',' <=50K'
23,' Private',549349,' Some-college',10,' Never-married',' Tech-support',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
61,' Private',176839,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
22,' Private',171419,' Assoc-voc',11,' Never-married',' Exec-managerial',' Unmarried',' Asian-Pac-Islander',' Male',0,0,40,' South',' <=50K'
69,' Private',213249,' Assoc-voc',11,' Widowed',' Sales',' Not-in-family',' White',' Female',0,0,25,' United-States',' <=50K'
22,' Private',109053,' 12th',8,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
61,' Private',183355,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
38,' Private',187069,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
53,' Private',202720,' 9th',5,' Married-spouse-absent',' Machine-op-inspct',' Unmarried',' Black',' Male',0,0,75,' Haiti',' <=50K'
18,' Private',184693,' Some-college',10,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,20,' Mexico',' <=50K'
38,' Self-emp-not-inc',163204,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',3411,0,25,' United-States',' <=50K'
44,' Private',101593,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,60,' United-States',' <=50K'
45,' Local-gov',234195,' HS-grad',9,' Divorced',' Adm-clerical',' Unmarried',' White',' Female',0,0,35,' United-States',' <=50K'
21,' Private',372636,' HS-grad',9,' Never-married',' Sales',' Own-child',' Black',' Male',0,0,40,' United-States',' <=50K'
51,' Local-gov',123011,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,1977,35,' United-States',' >50K'
63,' Private',236338,' HS-grad',9,' Married-civ-spouse',' Sales',' Wife',' White',' Female',0,0,35,' United-States',' <=50K'
51,' Self-emp-inc',54342,' Prof-school',15,' Divorced',' Prof-specialty',' Not-in-family',' White',' Male',27828,0,60,' United-States',' >50K'
28,' Private',334368,' Some-college',10,' Separated',' Adm-clerical',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
25,' Private',177625,' HS-grad',9,' Never-married',' Machine-op-inspct',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
19,' Private',70982,' Assoc-voc',11,' Never-married',' Other-service',' Own-child',' Asian-Pac-Islander',' Male',0,0,16,' United-States',' <=50K'
59,' Self-emp-inc',146477,' Prof-school',15,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
40,' Private',286750,' 11th',7,' Separated',' Machine-op-inspct',' Not-in-family',' Black',' Male',0,0,36,' United-States',' <=50K'
55,' State-gov',26290,' Assoc-voc',11,' Widowed',' Exec-managerial',' Not-in-family',' Amer-Indian-Eskimo',' Female',0,0,38,' United-States',' <=50K'
66,' Private',214469,' HS-grad',9,' Widowed',' Adm-clerical',' Not-in-family',' White',' Female',0,0,13,' United-States',' <=50K'
35,' Private',175232,' HS-grad',9,' Divorced',' Handlers-cleaners',' Other-relative',' White',' Male',0,0,40,' United-States',' <=50K'
61,' Private',149620,' Some-college',10,' Divorced',' Other-service',' Not-in-family',' Black',' Male',0,0,40,' United-States',' <=50K'
22,' Private',263670,' HS-grad',9,' Never-married',' Other-service',' Own-child',' Black',' Male',0,0,80,' United-States',' <=50K'
51,' Local-gov',193720,' HS-grad',9,' Married-spouse-absent',' Handlers-cleaners',' Unmarried',' White',' Male',0,0,40,' United-States',' <=50K'
40,' Private',309311,' HS-grad',9,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
40,' Private',154374,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',7688,0,40,' United-States',' >50K'
25,' Private',236564,' HS-grad',9,' Never-married',' Adm-clerical',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
30,' Private',234919,' Some-college',10,' Never-married',' Sales',' Own-child',' White',' Female',0,0,40,' El-Salvador',' <=50K'
64,' Self-emp-not-inc',219661,' Prof-school',15,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,9,' United-States',' >50K'
49,' Private',31267,' 7th-8th',4,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
25,' Private',290528,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
27,' Private',94064,' Assoc-voc',11,' Divorced',' Machine-op-inspct',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
37,' Private',234807,' Bachelors',13,' Divorced',' Exec-managerial',' Unmarried',' White',' Female',7430,0,45,' United-States',' >50K'
32,' Local-gov',203849,' Some-college',10,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
31,' Private',156763,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',2829,0,40,' United-States',' <=50K'
34,' Private',185556,' Some-college',10,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,12,' United-States',' >50K'
30,' Private',178841,' Bachelors',13,' Never-married',' Exec-managerial',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
31,' Private',154297,' HS-grad',9,' Never-married',' Sales',' Unmarried',' Black',' Female',0,0,24,' United-States',' <=50K'
47,' Private',191411,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' Asian-Pac-Islander',' Male',0,0,45,' India',' <=50K'
29,' Private',202182,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
23,' Private',218782,' 10th',6,' Never-married',' Handlers-cleaners',' Other-relative',' Other',' Male',0,0,40,' United-States',' <=50K'
18,' Private',139576,' HS-grad',9,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
25,' Private',212800,' Some-college',10,' Never-married',' Sales',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
45,' Self-emp-not-inc',123088,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
20,' Private',131611,' Some-college',10,' Never-married',' Adm-clerical',' Own-child',' White',' Male',0,0,48,' United-States',' <=50K'
27,' Private',107458,' Bachelors',13,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
30,' Private',137076,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
26,' Self-emp-not-inc',231714,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
36,' Private',118909,' Assoc-acdm',12,' Never-married',' Adm-clerical',' Unmarried',' Black',' Female',0,0,40,' Jamaica',' <=50K'
47,' Self-emp-not-inc',228660,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,1977,40,' United-States',' >50K'
42,' Private',124792,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' Black',' Male',7688,0,45,' United-States',' >50K'
18,' Private',343059,' Some-college',10,' Never-married',' Sales',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
65,' Self-emp-not-inc',31740,' Some-college',10,' Widowed',' Exec-managerial',' Unmarried',' White',' Female',0,0,45,' United-States',' <=50K'
49,' Private',138370,' Masters',14,' Married-spouse-absent',' Protective-serv',' Not-in-family',' Asian-Pac-Islander',' Male',0,0,40,' India',' <=50K'
47,' Self-emp-not-inc',162924,' Bachelors',13,' Divorced',' Exec-managerial',' Not-in-family',' Asian-Pac-Islander',' Male',0,0,60,' Japan',' <=50K'
28,' Self-emp-not-inc',183523,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,50,' Hungary',' <=50K'
31,' Private',222130,' Some-college',10,' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,43,' United-States',' <=50K'
58,' Self-emp-not-inc',231818,' 10th',6,' Never-married',' Craft-repair',' Not-in-family',' White',' Male',0,0,40,' Greece',' <=50K'
59,' Local-gov',171328,' HS-grad',9,' Separated',' Protective-serv',' Other-relative',' Black',' Female',0,2339,40,' United-States',' <=50K'
36,' Private',423711,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
38,' Private',275223,' Some-college',10,' Married-civ-spouse',' Sales',' Husband',' White',' Male',7298,0,40,' United-States',' >50K'
23,' Private',37072,' Bachelors',13,' Never-married',' Sales',' Not-in-family',' White',' Male',0,0,50,' United-States',' <=50K'
53,' Private',291755,' Assoc-voc',11,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
20,' Private',234880,' Some-college',10,' Never-married',' Sales',' Own-child',' White',' Female',0,0,30,' United-States',' <=50K'
24,' Private',133520,' Some-college',10,' Never-married',' Sales',' Own-child',' White',' Female',0,0,15,' United-States',' <=50K'
43,' Self-emp-inc',286750,' Prof-school',15,' Married-civ-spouse',' Prof-specialty',' Husband',' Black',' Male',0,0,99,' United-States',' >50K'
26,' Private',366900,' HS-grad',9,' Never-married',' Craft-repair',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
39,' Private',290922,' Masters',14,' Never-married',' Prof-specialty',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
35,' Private',342768,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
46,' Private',116952,' 7th-8th',4,' Married-civ-spouse',' Prof-specialty',' Wife',' White',' Female',0,0,45,' United-States',' <=50K'
22,' Private',24896,' HS-grad',9,' Divorced',' Tech-support',' Unmarried',' White',' Female',0,0,30,' Germany',' <=50K'
43,' Self-emp-inc',62026,' Prof-school',15,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',99999,0,40,' United-States',' >50K'
61,' Self-emp-not-inc',36671,' HS-grad',9,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,2352,50,' United-States',' <=50K'
28,' Private',210867,' 11th',7,' Divorced',' Sales',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
19,' State-gov',60412,' Some-college',10,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,15,' United-States',' <=50K'
37,' Private',227128,' 5th-6th',3,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
45,' Federal-gov',183804,' Some-college',10,' Never-married',' Adm-clerical',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
69,' Private',541737,' Some-college',10,' Widowed',' Adm-clerical',' Not-in-family',' White',' Female',2050,0,24,' United-States',' <=50K'
50,' Private',20795,' HS-grad',9,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,60,' United-States',' >50K'
23,' Private',166527,' Some-college',10,' Never-married',' Exec-managerial',' Own-child',' Other',' Female',0,0,40,' United-States',' <=50K'
26,' Private',215384,' Bachelors',13,' Never-married',' Exec-managerial',' Not-in-family',' White',' Male',0,1974,55,' United-States',' <=50K'
47,' Self-emp-not-inc',159726,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
29,' Private',261375,' HS-grad',9,' Never-married',' Adm-clerical',' Own-child',' Black',' Female',0,0,60,' United-States',' <=50K'
33,' Private',159322,' HS-grad',9,' Divorced',' Other-service',' Unmarried',' White',' Male',0,0,40,' United-States',' <=50K'
28,' Private',215955,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
46,' Private',185291,' 11th',7,' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',0,0,45,' United-States',' >50K'
42,' Private',171424,' Bachelors',13,' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',7298,0,45,' United-States',' >50K'
30,' Private',277314,' HS-grad',9,' Separated',' Machine-op-inspct',' Not-in-family',' Black',' Male',0,0,40,' United-States',' <=50K'
32,' Private',211751,' Assoc-voc',11,' Divorced',' Other-service',' Unmarried',' Black',' Female',0,0,40,' United-States',' <=50K'
35,' Private',48404,' HS-grad',9,' Never-married',' Sales',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
44,' Private',221172,' HS-grad',9,' Never-married',' Craft-repair',' Not-in-family',' White',' Male',0,0,30,' United-States',' <=50K'
21,' Private',32950,' Some-college',10,' Never-married',' Sales',' Unmarried',' White',' Male',0,0,40,' United-States',' <=50K'
17,' Private',266072,' 10th',6,' Never-married',' Other-service',' Not-in-family',' White',' Male',0,0,20,' El-Salvador',' <=50K'
33,' Private',150154,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
52,' Private',222405,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' Black',' Male',0,2377,40,' United-States',' <=50K'
30,' Local-gov',183000,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
49,' Private',236586,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
57,' Self-emp-not-inc',95280,' Some-college',10,' Married-civ-spouse',' Sales',' Husband',' White',' Male',99999,0,45,' United-States',' >50K'
35,' Private',186009,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
55,' Self-emp-inc',222615,' Masters',14,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,60,' United-States',' <=50K'
50,' Private',178530,' Prof-school',15,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,60,' United-States',' >50K'
67,' Self-emp-inc',73559,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',9386,0,50,' United-States',' >50K'
35,' Private',38245,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,60,' United-States',' <=50K'
49,' Self-emp-not-inc',43479,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
39,' Private',165743,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,45,' United-States',' >50K'
33,' Private',75167,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,55,' United-States',' <=50K'
41,' Private',173858,' HS-grad',9,' Married-civ-spouse',' Other-service',' Husband',' Asian-Pac-Islander',' Male',0,0,40,' China',' <=50K'
42,' Local-gov',121718,' Masters',14,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,1902,60,' United-States',' >50K'
25,' Private',212800,' Some-college',10,' Never-married',' Sales',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
39,' Private',245361,' Bachelors',13,' Divorced',' Exec-managerial',' Not-in-family',' White',' Female',0,0,25,' United-States',' <=50K'
27,' Private',493689,' Bachelors',13,' Never-married',' Tech-support',' Not-in-family',' Black',' Female',0,0,40,' France',' <=50K'
40,' Private',175935,' Bachelors',13,' Divorced',' Sales',' Not-in-family',' White',' Male',14084,0,40,' United-States',' >50K'
43,' Private',313022,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Husband',' Black',' Male',4386,0,40,' United-States',' >50K'
20,' Private',68358,' Some-college',10,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,12,' United-States',' <=50K'
35,' Private',312232,' HS-grad',9,' Separated',' Craft-repair',' Not-in-family',' White',' Male',0,0,50,' United-States',' <=50K'
30,' Private',67187,' HS-grad',9,' Never-married',' Handlers-cleaners',' Own-child',' Amer-Indian-Eskimo',' Female',0,0,8,' United-States',' <=50K'
52,' Private',363405,' HS-grad',9,' Separated',' Adm-clerical',' Other-relative',' White',' Female',0,0,40,' United-States',' <=50K'
50,' Private',50178,' HS-grad',9,' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
43,' Private',58447,' Doctorate',16,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',99999,0,55,' United-States',' >50K'
28,' Private',294936,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
29,' Private',57596,' Some-college',10,' Divorced',' Adm-clerical',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
51,' Private',120914,' 7th-8th',4,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',2961,0,40,' United-States',' <=50K'
25,' Private',132749,' 11th',7,' Divorced',' Other-service',' Unmarried',' White',' Female',0,0,12,' United-States',' <=50K'
48,' Self-emp-not-inc',164582,' Some-college',10,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',7298,0,60,' United-States',' >50K'
44,' Private',212888,' Bachelors',13,' Divorced',' Exec-managerial',' Unmarried',' White',' Female',0,0,45,' United-States',' <=50K'
58,' Private',316849,' Some-college',10,' Divorced',' Other-service',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
60,' Private',185749,' 11th',7,' Widowed',' Transport-moving',' Unmarried',' Black',' Male',0,0,40,' United-States',' <=50K'
46,' Private',84402,' Bachelors',13,' Divorced',' Prof-specialty',' Not-in-family',' White',' Male',0,0,45,' United-States',' >50K'
28,' Private',197905,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
36,' Private',113481,' HS-grad',9,' Divorced',' Craft-repair',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
75,' Private',311184,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,24,' United-States',' <=50K'
31,' Private',117963,' HS-grad',9,' Never-married',' Handlers-cleaners',' Not-in-family',' White',' Male',0,0,60,' United-States',' <=50K'
34,' Self-emp-inc',215382,' Masters',14,' Separated',' Prof-specialty',' Not-in-family',' White',' Female',4787,0,40,' United-States',' >50K'
30,' Local-gov',168387,' Bachelors',13,' Never-married',' Exec-managerial',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
57,' Private',204816,' Masters',14,' Divorced',' Prof-specialty',' Not-in-family',' White',' Male',0,0,30,' United-States',' <=50K'
24,' Private',188300,' 11th',7,' Never-married',' Machine-op-inspct',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
18,' Private',56613,' Some-college',10,' Never-married',' Protective-serv',' Own-child',' White',' Female',0,0,20,' United-States',' <=50K'
45,' Private',162606,' HS-grad',9,' Divorced',' Sales',' Not-in-family',' White',' Female',0,0,35,' United-States',' <=50K'
23,' State-gov',278155,' Bachelors',13,' Never-married',' Adm-clerical',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
35,' Self-emp-not-inc',372525,' Bachelors',13,' Never-married',' Exec-managerial',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
22,' Private',304710,' Bachelors',13,' Never-married',' Adm-clerical',' Not-in-family',' Asian-Pac-Islander',' Female',0,0,10,' Vietnam',' <=50K'
23,' Private',190273,' Bachelors',13,' Never-married',' Prof-specialty',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
65,' Private',243569,' Some-college',10,' Widowed',' Other-service',' Unmarried',' White',' Female',0,0,24,' United-States',' <=50K'
32,' Private',390157,' Bachelors',13,' Never-married',' Prof-specialty',' Not-in-family',' Black',' Female',0,0,40,' United-States',' <=50K'
42,' Local-gov',266135,' Some-college',10,' Married-civ-spouse',' Protective-serv',' Husband',' White',' Male',0,0,52,' United-States',' >50K'
45,' Private',123075,' HS-grad',9,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
24,' Private',308285,' HS-grad',9,' Never-married',' Craft-repair',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
51,' Private',175339,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,47,' United-States',' >50K'
32,' Private',127610,' Bachelors',13,' Married-civ-spouse',' Prof-specialty',' Wife',' White',' Female',0,1902,32,' United-States',' >50K'
23,' Private',199915,' Bachelors',13,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,35,' United-States',' <=50K'
30,' Private',310889,' Assoc-voc',11,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,50,' United-States',' >50K'
21,' Private',148444,' Some-college',10,' Never-married',' Sales',' Own-child',' White',' Female',0,0,25,' United-States',' <=50K'
38,' Private',301743,' HS-grad',9,' Divorced',' Other-service',' Not-in-family',' White',' Female',0,0,35,' United-States',' <=50K'
64,' Private',166715,' Some-college',10,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,20,' United-States',' <=50K'
44,' Private',129100,' 11th',7,' Separated',' Other-service',' Unmarried',' Black',' Female',0,0,60,' United-States',' <=50K'
65,' Self-emp-not-inc',99359,' Prof-school',15,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',1086,0,60,' United-States',' <=50K'
31,' Self-emp-not-inc',114639,' Assoc-voc',11,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
60,' Private',159049,' Prof-school',15,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,70,' Germany',' >50K'
28,' Private',337664,' HS-grad',9,' Never-married',' Machine-op-inspct',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
34,' Private',193565,' 11th',7,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
57,' Private',127277,' Doctorate',16,' Married-civ-spouse',' Prof-specialty',' Husband',' Asian-Pac-Islander',' Male',0,0,40,' Taiwan',' >50K'
20,' Private',147171,' Some-college',10,' Never-married',' Adm-clerical',' Unmarried',' Asian-Pac-Islander',' Female',0,0,40,' Vietnam',' <=50K'
35,' Private',148903,' HS-grad',9,' Divorced',' Sales',' Unmarried',' White',' Female',0,0,40,' United-States',' <=50K'
40,' Self-emp-not-inc',107762,' Bachelors',13,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
23,' Private',250037,' Some-college',10,' Never-married',' Farming-fishing',' Not-in-family',' White',' Female',0,0,50,' United-States',' <=50K'
38,' Private',193372,' Some-college',10,' Never-married',' Exec-managerial',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
39,' Private',61343,' 10th',6,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,60,' United-States',' <=50K'
20,' Private',120572,' Some-college',10,' Never-married',' Other-service',' Not-in-family',' White',' Female',0,0,12,' United-States',' <=50K'
52,' Self-emp-not-inc',162381,' HS-grad',9,' Divorced',' Sales',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
25,' Private',262778,' Bachelors',13,' Never-married',' Sales',' Not-in-family',' White',' Female',6849,0,50,' United-States',' <=50K'
61,' Private',199198,' 7th-8th',4,' Widowed',' Other-service',' Not-in-family',' Black',' Female',0,0,21,' United-States',' <=50K'
33,' Private',178449,' Some-college',10,' Never-married',' Adm-clerical',' Not-in-family',' White',' Male',0,0,49,' United-States',' <=50K'
37,' Private',272950,' HS-grad',9,' Divorced',' Craft-repair',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
46,' Federal-gov',344415,' Masters',14,' Married-civ-spouse',' Armed-Forces',' Husband',' White',' Male',0,1887,40,' United-States',' >50K'
23,' Private',125525,' Bachelors',13,' Never-married',' Prof-specialty',' Own-child',' White',' Male',0,0,42,' United-States',' <=50K'
36,' Private',141420,' Bachelors',13,' Divorced',' Handlers-cleaners',' Not-in-family',' White',' Male',0,0,30,' United-States',' <=50K'
62,' Private',226733,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
22,' Private',216134,' Some-college',10,' Never-married',' Sales',' Own-child',' Black',' Female',0,0,40,' United-States',' <=50K'
21,' Private',83033,' Some-college',10,' Never-married',' Adm-clerical',' Own-child',' White',' Female',2176,0,20,' United-States',' <=50K'
44,' Federal-gov',218062,' Some-college',10,' Divorced',' Adm-clerical',' Unmarried',' Black',' Female',0,0,40,' United-States',' <=50K'
24,' Federal-gov',287988,' Bachelors',13,' Never-married',' Armed-Forces',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
23,' Private',240160,' Assoc-acdm',12,' Never-married',' Prof-specialty',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
46,' Self-emp-not-inc',328216,' Prof-school',15,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,45,' United-States',' >50K'
26,' Private',332008,' Some-college',10,' Never-married',' Craft-repair',' Unmarried',' Asian-Pac-Islander',' Male',0,0,37,' Taiwan',' <=50K'
24,' Private',172987,' Bachelors',13,' Married-civ-spouse',' Tech-support',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
26,' Private',159603,' Assoc-acdm',12,' Never-married',' Adm-clerical',' Unmarried',' White',' Female',0,0,32,' United-States',' <=50K'
24,' Private',228772,' 5th-6th',3,' Never-married',' Machine-op-inspct',' Other-relative',' White',' Female',0,0,40,' Mexico',' <=50K'
61,' Private',80896,' HS-grad',9,' Separated',' Transport-moving',' Unmarried',' Asian-Pac-Islander',' Male',0,0,45,' United-States',' >50K'
33,' Private',178449,' Some-college',10,' Never-married',' Adm-clerical',' Not-in-family',' White',' Male',0,0,49,' United-States',' <=50K'
