@relation adult-income-weka.filters.unsupervised.instance.Resample-S1-Z3.0-weka.filters.unsupervised.instance.RemovePercentage-P30.0-V

@attribute age numeric
@attribute workclass {' State-gov',' Self-emp-not-inc',' Private',' Federal-gov',' Local-gov',' Self-emp-inc',' Without-pay'}
@attribute fnlwgt numeric
@attribute education {' Bachelors',' HS-grad',' 11th',' Masters',' 9th',' Some-college',' Assoc-acdm',' 7th-8th',' Doctorate',' Assoc-voc',' Prof-school',' 5th-6th',' 10th',' Preschool',' 12th',' 1st-4th'}
@attribute education-num numeric
@attribute marital-status {' Never-married',' Married-civ-spouse',' Divorced',' Married-spouse-absent',' Separated',' Married-AF-spouse',' Widowed'}
@attribute occupation {' Adm-clerical',' Exec-managerial',' Handlers-cleaners',' Prof-specialty',' Other-service',' Sales',' Transport-moving',' Farming-fishing',' Machine-op-inspct',' Tech-support',' Craft-repair',' Protective-serv',' Armed-Forces',' Priv-house-serv'}
@attribute relationship {' Not-in-family',' Husband',' Wife',' Own-child',' Unmarried',' Other-relative'}
@attribute race {' White',' Black',' Asian-Pac-Islander',' Amer-Indian-Eskimo',' Other'}
@attribute sex {' Male',' Female'}
@attribute capital-gain numeric
@attribute capital-loss numeric
@attribute hours-per-week numeric
@attribute native-country {' United-States',' Cuba',' Jamaica',' India',' Mexico',' Puerto-Rico',' Honduras',' England',' Canada',' Germany',' Iran',' Philippines',' Poland',' Columbia',' Cambodia',' Thailand',' Ecuador',' Laos',' Taiwan',' Haiti',' Portugal',' Dominican-Republic',' El-Salvador',' France',' Guatemala',' Italy',' China',' South',' Japan',' Yugoslavia',' Peru',' Outlying-US(Guam-USVI-etc)',' Scotland',' Trinadad&Tobago',' Greece',' Nicaragua',' Vietnam',' Hong',' Ireland',' Hungary',' Holand-Netherlands'}
@attribute income {' <=50K',' >50K'}

@data
43,' Private',39581,' HS-grad',9,' Never-married',' Other-service',' Not-in-family',' Black',' Female',0,0,45,' United-States',' <=50K'
37,' Private',177974,' Some-college',10,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,70,' United-States',' <=50K'
23,' Private',549349,' Some-college',10,' Never-married',' Tech-support',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
61,' Private',176839,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
22,' Private',171419,' Assoc-voc',11,' Never-married',' Exec-managerial',' Unmarried',' Asian-Pac-Islander',' Male',0,0,40,' South',' <=50K'
69,' Private',213249,' Assoc-voc',11,' Widowed',' Sales',' Not-in-family',' White',' Female',0,0,25,' United-States',' <=50K'
22,' Private',109053,' 12th',8,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
61,' Private',183355,' HS-grad',9,' Married-civ-spouse',' Adm-clerical',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
38,' Private',187069,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
53,' Private',202720,' 9th',5,' Married-spouse-absent',' Machine-op-inspct',' Unmarried',' Black',' Male',0,0,75,' Haiti',' <=50K'
18,' Private',184693,' Some-college',10,' Never-married',' Other-service',' Own-child',' White',' Female',0,0,20,' Mexico',' <=50K'
38,' Self-emp-not-inc',163204,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',3411,0,25,' United-States',' <=50K'
44,' Private',101593,' Bachelors',13,' Married-civ-spouse',' Sales',' Husband',' White',' Male',0,0,60,' United-States',' <=50K'
45,' Local-gov',234195,' HS-grad',9,' Divorced',' Adm-clerical',' Unmarried',' White',' Female',0,0,35,' United-States',' <=50K'
21,' Private',372636,' HS-grad',9,' Never-married',' Sales',' Own-child',' Black',' Male',0,0,40,' United-States',' <=50K'
51,' Local-gov',123011,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,1977,35,' United-States',' >50K'
63,' Private',236338,' HS-grad',9,' Married-civ-spouse',' Sales',' Wife',' White',' Female',0,0,35,' United-States',' <=50K'
51,' Self-emp-inc',54342,' Prof-school',15,' Divorced',' Prof-specialty',' Not-in-family',' White',' Male',27828,0,60,' United-States',' >50K'
28,' Private',334368,' Some-college',10,' Separated',' Adm-clerical',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
25,' Private',177625,' HS-grad',9,' Never-married',' Machine-op-inspct',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
19,' Private',70982,' Assoc-voc',11,' Never-married',' Other-service',' Own-child',' Asian-Pac-Islander',' Male',0,0,16,' United-States',' <=50K'
59,' Self-emp-inc',146477,' Prof-school',15,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
40,' Private',286750,' 11th',7,' Separated',' Machine-op-inspct',' Not-in-family',' Black',' Male',0,0,36,' United-States',' <=50K'
55,' State-gov',26290,' Assoc-voc',11,' Widowed',' Exec-managerial',' Not-in-family',' Amer-Indian-Eskimo',' Female',0,0,38,' United-States',' <=50K'
66,' Private',214469,' HS-grad',9,' Widowed',' Adm-clerical',' Not-in-family',' White',' Female',0,0,13,' United-States',' <=50K'
35,' Private',175232,' HS-grad',9,' Divorced',' Handlers-cleaners',' Other-relative',' White',' Male',0,0,40,' United-States',' <=50K'
61,' Private',149620,' Some-college',10,' Divorced',' Other-service',' Not-in-family',' Black',' Male',0,0,40,' United-States',' <=50K'
22,' Private',263670,' HS-grad',9,' Never-married',' Other-service',' Own-child',' Black',' Male',0,0,80,' United-States',' <=50K'
51,' Local-gov',193720,' HS-grad',9,' Married-spouse-absent',' Handlers-cleaners',' Unmarried',' White',' Male',0,0,40,' United-States',' <=50K'
40,' Private',309311,' HS-grad',9,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
40,' Private',154374,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',7688,0,40,' United-States',' >50K'
25,' Private',236564,' HS-grad',9,' Never-married',' Adm-clerical',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
30,' Private',234919,' Some-college',10,' Never-married',' Sales',' Own-child',' White',' Female',0,0,40,' El-Salvador',' <=50K'
64,' Self-emp-not-inc',219661,' Prof-school',15,' Married-civ-spouse',' Prof-specialty',' Husband',' White',' Male',0,0,9,' United-States',' >50K'
49,' Private',31267,' 7th-8th',4,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
25,' Private',290528,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
27,' Private',94064,' Assoc-voc',11,' Divorced',' Machine-op-inspct',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
37,' Private',234807,' Bachelors',13,' Divorced',' Exec-managerial',' Unmarried',' White',' Female',7430,0,45,' United-States',' >50K'
32,' Local-gov',203849,' Some-college',10,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
31,' Private',156763,' HS-grad',9,' Married-civ-spouse',' Sales',' Husband',' White',' Male',2829,0,40,' United-States',' <=50K'
34,' Private',185556,' Some-college',10,' Never-married',' Prof-specialty',' Not-in-family',' White',' Female',0,0,12,' United-States',' >50K'
30,' Private',178841,' Bachelors',13,' Never-married',' Exec-managerial',' Not-in-family',' White',' Female',0,0,40,' United-States',' <=50K'
31,' Private',154297,' HS-grad',9,' Never-married',' Sales',' Unmarried',' Black',' Female',0,0,24,' United-States',' <=50K'
47,' Private',191411,' Masters',14,' Married-civ-spouse',' Prof-specialty',' Husband',' Asian-Pac-Islander',' Male',0,0,45,' India',' <=50K'
29,' Private',202182,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
23,' Private',218782,' 10th',6,' Never-married',' Handlers-cleaners',' Other-relative',' Other',' Male',0,0,40,' United-States',' <=50K'
18,' Private',139576,' HS-grad',9,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
25,' Private',212800,' Some-college',10,' Never-married',' Sales',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
45,' Self-emp-not-inc',123088,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,50,' United-States',' <=50K'
20,' Private',131611,' Some-college',10,' Never-married',' Adm-clerical',' Own-child',' White',' Male',0,0,48,' United-States',' <=50K'
27,' Private',107458,' Bachelors',13,' Never-married',' Prof-specialty',' Not-in-family',' White',' Male',0,0,40,' United-States',' <=50K'
30,' Private',137076,' HS-grad',9,' Married-civ-spouse',' Transport-moving',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
26,' Self-emp-not-inc',231714,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
36,' Private',118909,' Assoc-acdm',12,' Never-married',' Adm-clerical',' Unmarried',' Black',' Female',0,0,40,' Jamaica',' <=50K'
47,' Self-emp-not-inc',228660,' Some-college',10,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,1977,40,' United-States',' >50K'
42,' Private',124792,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' Black',' Male',7688,0,45,' United-States',' >50K'
18,' Private',343059,' Some-college',10,' Never-married',' Sales',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
65,' Self-emp-not-inc',31740,' Some-college',10,' Widowed',' Exec-managerial',' Unmarried',' White',' Female',0,0,45,' United-States',' <=50K'
49,' Private',138370,' Masters',14,' Married-spouse-absent',' Protective-serv',' Not-in-family',' Asian-Pac-Islander',' Male',0,0,40,' India',' <=50K'
47,' Self-emp-not-inc',162924,' Bachelors',13,' Divorced',' Exec-managerial',' Not-in-family',' Asian-Pac-Islander',' Male',0,0,60,' Japan',' <=50K'
28,' Self-emp-not-inc',183523,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,50,' Hungary',' <=50K'
31,' Private',222130,' Some-college',10,' Never-married',' Adm-clerical',' Not-in-family',' White',' Female',0,0,43,' United-States',' <=50K'
58,' Self-emp-not-inc',231818,' 10th',6,' Never-married',' Craft-repair',' Not-in-family',' White',' Male',0,0,40,' Greece',' <=50K'
59,' Local-gov',171328,' HS-grad',9,' Separated',' Protective-serv',' Other-relative',' Black',' Female',0,2339,40,' United-States',' <=50K'
36,' Private',423711,' HS-grad',9,' Married-civ-spouse',' Machine-op-inspct',' Husband',' White',' Male',0,0,45,' United-States',' <=50K'
38,' Private',275223,' Some-college',10,' Married-civ-spouse',' Sales',' Husband',' White',' Male',7298,0,40,' United-States',' >50K'
23,' Private',37072,' Bachelors',13,' Never-married',' Sales',' Not-in-family',' White',' Male',0,0,50,' United-States',' <=50K'
53,' Private',291755,' Assoc-voc',11,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
20,' Private',234880,' Some-college',10,' Never-married',' Sales',' Own-child',' White',' Female',0,0,30,' United-States',' <=50K'
24,' Private',133520,' Some-college',10,' Never-married',' Sales',' Own-child',' White',' Female',0,0,15,' United-States',' <=50K'
43,' Self-emp-inc',286750,' Prof-school',15,' Married-civ-spouse',' Prof-specialty',' Husband',' Black',' Male',0,0,99,' United-States',' >50K'
26,' Private',366900,' HS-grad',9,' Never-married',' Craft-repair',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
39,' Private',290922,' Masters',14,' Never-married',' Prof-specialty',' Own-child',' White',' Female',0,0,40,' United-States',' <=50K'
35,' Private',342768,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
46,' Private',116952,' 7th-8th',4,' Married-civ-spouse',' Prof-specialty',' Wife',' White',' Female',0,0,45,' United-States',' <=50K'
22,' Private',24896,' HS-grad',9,' Divorced',' Tech-support',' Unmarried',' White',' Female',0,0,30,' Germany',' <=50K'
43,' Self-emp-inc',62026,' Prof-school',15,' Married-civ-spouse',' Exec-managerial',' Husband',' White',' Male',99999,0,40,' United-States',' >50K'
61,' Self-emp-not-inc',36671,' HS-grad',9,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,2352,50,' United-States',' <=50K'
28,' Private',210867,' 11th',7,' Divorced',' Sales',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
19,' State-gov',60412,' Some-college',10,' Never-married',' Adm-clerical',' Own-child',' White',' Female',0,0,15,' United-States',' <=50K'
37,' Private',227128,' 5th-6th',3,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
45,' Federal-gov',183804,' Some-college',10,' Never-married',' Adm-clerical',' Own-child',' White',' Male',0,0,40,' United-States',' <=50K'
69,' Private',541737,' Some-college',10,' Widowed',' Adm-clerical',' Not-in-family',' White',' Female',2050,0,24,' United-States',' <=50K'
50,' Private',20795,' HS-grad',9,' Married-civ-spouse',' Farming-fishing',' Husband',' White',' Male',0,0,60,' United-States',' >50K'
23,' Private',166527,' Some-college',10,' Never-married',' Exec-managerial',' Own-child',' Other',' Female',0,0,40,' United-States',' <=50K'
26,' Private',215384,' Bachelors',13,' Never-married',' Exec-managerial',' Not-in-family',' White',' Male',0,1974,55,' United-States',' <=50K'
47,' Self-emp-not-inc',159726,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' >50K'
29,' Private',261375,' HS-grad',9,' Never-married',' Adm-clerical',' Own-child',' Black',' Female',0,0,60,' United-States',' <=50K'
33,' Private',159322,' HS-grad',9,' Divorced',' Other-service',' Unmarried',' White',' Male',0,0,40,' United-States',' <=50K'
28,' Private',215955,' HS-grad',9,' Married-civ-spouse',' Craft-repair',' Husband',' White',' Male',0,0,40,' United-States',' <=50K'
46,' Private',185291,' 11th',7,' Married-civ-spouse',' Handlers-cleaners',' Husband',' White',' Male',0,0,45,' United-States',' >50K'
